b0,b1,b2,b3,b4,b5,b6,b7
00,D0,1F,CF,83,64,84,19
00,D0,3F,08,7F,64,80,0F
00,D0,3F,4F,83,64,4C,17
00,D0,5F,13,84,64,26,19
00,D0,5F,48,7F,64,6A,0F
00,D0,5F,53,96,00,1A,2F
00,D0,5F,8A,82,64,74,12
00,D0,5F,CB,7D,64,56,14
00,D0,7F,49,83,64,A2,0E
00,D0,9F,0C,80,00,9C,15
00,D0,9F,49,83,64,78,0E
00,D0,9F,D2,87,64,B0,18
00,D0,DF,0F,78,64,46,1A
00,D0,FF,07,7F,64,EC,0F
00,D0,FF,CF,88,64,2C,1E
00,D1,3F,C8,7E,64,98,0F
00,D1,5F,12,79,64,A0,19
00,D1,5F,89,7D,64,EE,0E
00,D1,7F,4F,81,64,E4,18
00,D1,9F,4C,82,64,74,15
00,D1,BF,10,89,64,9A,19
00,D1,DF,92,77,64,22,1B
00,D1,FF,48,83,64,A0,0E
00,D1,FF,4A,78,64,AA,13
00,D1,FF,C8,7E,64,AE,0F
00,D2,1F,08,7F,64,D2,0F
00,D2,1F,4F,84,64,B0,18
00,D2,1F,D3,95,00,8A,2F
00,D2,3F,48,7E,64,7E,10
00,D2,3F,56,85,64,F4,29
00,D2,3F,8A,81,64,E6,10
00,D2,5F,0A,81,64,B6,11
00,D2,5F,0B,7B,64,B0,19
00,D2,7F,4A,84,64,B4,13
00,D2,9F,92,77,64,20,1A
00,D2,9F,D0,77,64,2E,1D
00,D2,BF,8F,83,64,A0,1D
00,D2,FF,93,88,64,6E,1D
00,D2,FF,CF,7F,64,4C,19
00,D3,1F,89,7E,64,D8,0F
00,D3,1F,92,77,64,92,23
00,D3,3F,0A,82,64,E2,0C
00,D3,3F,57,86,64,0E,2C
00,D3,5F,0A,82,64,82,11
00,D3,5F,12,8C,64,96,1A
00,D3,5F,4A,84,64,FE,12
00,D3,5F,8A,8A,64,CA,11
00,D3,9F,E2,BD,64,9A,63
00,D3,BF,0F,78,64,66,19
00,D3,BF,8C,80,64,8C,14
00,D3,DF,4E,83,64,CC,1B
00,D4,1F,0E,81,64,62,16
00,D4,3F,88,7E,64,E2,0F
00,D4,3F,91,83,64,0E,1F
00,D4,5F,0A,82,64,5A,11
00,D4,7F,C9,82,64,C0,0E
00,D4,7F,CA,7F,64,6A,12
00,D4,9F,97,8D,64,5C,25
00,D4,FF,0E,84,5E,DC,1E
00,D4,FF,90,83,64,B0,1E
00,D5,1F,0A,82,64,FC,0D
00,D5,1F,CA,80,64,C0,11
00,D5,1F,CA,81,64,D4,0D
00,D5,3F,08,7F,64,6A,0F
00,D5,3F,48,7E,64,2A,10
00,D5,3F,8A,7E,64,8C,11
00,D5,5F,10,78,64,B2,1C
00,D5,7F,89,81,64,74,12
00,D5,9F,55,87,64,68,20
00,D5,9F,8E,82,64,50,17
00,D5,9F,90,79,64,A0,1C
00,D5,9F,D5,7E,64,D6,27
00,D5,BF,0A,81,64,38,11
00,D5,BF,0F,81,64,04,18
00,D5,BF,49,84,64,42,12
00,D5,DF,0F,80,64,70,19
00,D5,DF,4E,83,64,B8,1B
00,D6,1F,0A,81,64,B6,11
00,D6,1F,0A,83,64,B6,0D
00,D6,1F,0B,80,64,F4,12
00,D6,1F,0D,85,64,E6,1B
00,D6,1F,4A,81,64,BA,0D
00,D6,1F,C8,7E,64,F0,0F
00,D6,3F,0A,81,64,5A,11
00,D6,3F,D1,8A,64,2C,21
00,D6,5F,13,96,00,24,2E
00,D6,5F,CA,80,64,94,11
00,D6,7F,0A,79,64,D4,11
00,D6,9F,49,84,64,A8,11
00,D6,9F,8F,81,64,00,19
00,D6,9F,CD,77,64,1A,1B
00,D6,DF,E5,76,64,B0,4E
00,D6,FF,15,81,64,EA,27
00,D6,FF,C7,7E,64,28,10
00,D6,FF,D3,80,64,B4,2D
00,D6,FF,DB,94,64,20,3F
00,D7,1F,8E,7E,64,8C,16
00,D7,1F,C8,7D,64,AE,11
00,D7,3F,0D,82,64,B6,15
00,D7,3F,93,77,64,E6,1B
00,D7,5F,88,7E,64,3A,10
00,D7,5F,C9,83,64,06,11
00,D7,5F,D4,83,64,96,2E
00,D7,7F,8A,81,64,F4,11
00,D7,7F,92,77,64,0A,26
00,D7,7F,CA,83,64,38,14
00,D7,7F,D5,87,64,48,20
00,D7,9F,C9,85,64,40,0E
00,D7,BF,15,7F,64,D8,27
00,D7,BF,8E,84,64,4A,19
00,D7,DF,4F,81,64,B6,17
00,D7,FF,4A,78,64,BA,13
00,D7,FF,89,84,64,38,13
00,D8,1F,08,7E,64,A0,10
00,D8,1F,8A,81,64,B2,0D
00,D8,1F,C8,7D,64,0E,11
00,D8,3F,4A,82,64,F0,0C
00,D8,3F,8C,80,64,28,15
00,D8,3F,CA,81,64,D4,10
00,D8,7F,8A,82,64,80,14
00,D8,7F,8B,82,64,8E,14
00,D8,9F,CD,77,64,62,16
00,D8,9F,CF,80,64,EC,1C
00,D8,BF,89,83,64,28,12
00,D8,BF,8C,78,64,90,15
00,D8,BF,D0,85,64,70,26
00,D8,DF,4C,7C,64,5E,23
00,D8,DF,8E,81,64,24,17
00,D8,FF,49,80,64,8C,0F
00,D8,FF,4D,77,64,B4,16
00,D8,FF,C9,7F,64,5C,0C
00,D9,1F,0A,81,64,E8,11
00,D9,1F,0D,82,64,90,15
00,D9,1F,8A,81,64,D8,0D
00,D9,1F,8D,82,64,32,1A
00,D9,3F,C8,7E,64,1A,10
00,D9,3F,CA,81,64,BE,10
00,D9,5F,08,7F,64,8C,0F
00,D9,5F,10,81,64,F6,17
00,D9,5F,4C,82,64,98,15
00,D9,7F,0F,7E,64,18,17
00,D9,9F,57,8E,64,06,27
00,D9,BF,0C,80,63,26,16
00,D9,BF,0C,89,64,6E,18
00,D9,DF,54,78,64,64,1E
00,D9,DF,CF,80,64,92,1B
00,DA,3F,53,87,64,50,1F
00,DA,3F,C8,7E,64,B8,0F
00,DA,5F,08,7F,64,76,0F
00,DA,7F,89,81,64,50,10
00,DA,7F,C9,83,64,04,0F
00,DA,9F,09,83,64,64,0E
00,DA,9F,14,8D,64,DE,1F
00,DA,FF,0A,81,64,C8,11
00,DA,FF,88,83,64,BC,0E
00,DB,1F,08,7E,64,B0,10
00,DB,1F,4B,78,64,DE,13
00,DB,5F,D1,81,64,32,1F
00,DB,7F,C9,82,64,16,12
00,DB,9F,53,77,64,22,1D
00,DB,9F,89,84,64,B0,11
00,DB,FF,09,81,64,02,0E
00,DC,3F,8A,81,64,A8,0C
00,DC,3F,8D,78,64,8A,16
00,DC,3F,90,8B,64,48,1E
00,DC,5F,0F,80,64,D0,18
00,DC,5F,13,96,00,60,2E
00,DC,5F,4F,81,64,8E,1C
00,DC,5F,8A,8B,64,B0,11
00,DC,7F,8D,8C,64,9E,1A
00,DC,7F,CA,84,64,4C,12
00,DC,BF,8F,7E,64,D0,1C
00,DC,DF,95,84,64,5A,29
00,DC,FF,CA,81,64,92,10
00,DC,FF,CF,7E,64,50,1D
00,DD,1F,CC,77,64,4A,15
00,DD,3F,48,7F,64,4E,0F
00,DD,3F,93,8A,64,A2,1C
00,DD,3F,CA,85,64,38,0D
00,DD,5F,4B,78,64,98,14
00,DD,7F,13,77,64,3E,1B
00,DD,9F,15,7F,64,D6,27
00,DD,9F,8B,8A,63,94,18
00,DD,BF,52,88,64,DC,27
00,DD,FF,09,7D,64,7A,0F
00,DD,FF,0A,82,64,88,10
00,DD,FF,12,8D,64,10,1D
00,DD,FF,50,8B,64,F6,1F
00,DD,FF,52,7E,64,90,28
00,DD,FF,55,7B,64,0A,20
00,DE,3F,CA,80,64,BC,0D
00,DE,3F,D0,87,64,76,23
00,DE,5F,13,96,00,EA,2E
00,DE,5F,8A,88,64,F0,0F
00,DE,FF,53,81,64,D8,2C
00,DE,FF,89,80,64,12,10
00,DE,FF,C8,82,64,CE,0E
00,DF,1F,4D,84,64,5A,19
00,DF,1F,88,7D,64,4C,11
00,DF,1F,CA,81,64,F0,0D
00,DF,3F,0A,82,64,B2,0C
00,DF,3F,4A,81,64,2C,11
00,DF,3F,54,83,64,F6,2D
00,DF,3F,8A,81,64,10,11
00,DF,3F,CC,86,64,42,15
00,DF,5F,0A,81,64,C6,11
00,DF,5F,8D,8A,64,F6,15
00,DF,7F,CC,76,64,6A,17
00,DF,9F,95,77,64,BA,1F
00,DF,9F,D2,77,64,82,18
00,DF,DF,4E,83,64,9C,1B
00,DF,FF,15,82,64,16,28
00,DF,FF,4A,82,64,88,10
01,D0,1F,0A,81,64,48,10
01,D0,3F,4A,81,64,A8,0C
01,D0,3F,8B,87,64,EA,13
01,D0,3F,CA,85,64,36,0D
01,D0,5F,0A,7F,64,68,11
01,D0,5F,4B,78,64,96,14
01,D0,5F,8A,7E,64,CA,10
01,D0,5F,CC,7C,64,22,15
01,D0,5F,CF,77,64,82,17
01,D0,9F,49,84,64,0E,0F
01,D0,DF,89,84,64,38,13
01,D0,DF,8A,89,64,70,14
01,D0,DF,D5,85,64,74,20
01,D0,FF,C9,80,64,76,12
01,D1,1F,8A,80,64,DA,0D
01,D1,3F,08,7F,64,7C,0F
01,D1,3F,4A,81,64,1E,11
01,D1,3F,88,7E,64,00,10
01,D1,3F,8A,7F,64,50,13
01,D1,5F,8F,81,64,10,25
01,D1,7F,48,7F,64,7A,0F
01,D1,7F,8D,82,64,08,16
01,D1,9F,4E,82,64,FC,16
01,D1,DF,0E,81,64,68,17
01,D1,DF,8B,7B,64,FE,19
01,D2,3F,C8,7E,64,DA,0F
01,D2,5F,11,78,64,FA,1E
01,D2,7F,09,83,64,DC,0E
01,D2,7F,0F,88,64,9E,1B
01,D2,7F,C9,83,64,E0,0E
01,D2,9F,92,77,64,B4,19
01,D2,BF,4C,81,64,CE,15
01,D2,BF,51,87,64,4A,1C
01,D2,BF,97,8E,64,4E,27
01,D2,BF,CC,7F,63,3A,16
01,D2,BF,CF,75,64,42,27
01,D2,DF,50,7A,64,9C,1D
01,D2,DF,8F,7F,64,26,1D
01,D3,1F,8F,77,64,96,1F
01,D3,3F,4A,7F,64,1C,11
01,D3,5F,0E,8C,63,02,1F
01,D3,7F,09,83,64,FC,0E
01,D3,7F,53,77,64,BC,1C
01,D3,7F,CD,7D,64,12,16
01,D3,9F,CA,81,64,08,12
01,D3,BF,95,7C,64,1C,28
01,D3,DF,50,86,64,D0,18
01,D3,DF,52,86,64,FA,27
01,D3,DF,CF,7E,64,1E,1D
01,D3,DF,CF,80,64,2A,1B
01,D3,FF,09,83,64,98,0D
01,D3,FF,47,7F,64,B2,0F
01,D3,FF,8D,7A,61,BA,1A
01,D4,1F,8A,81,64,66,13
01,D4,1F,8A,81,64,B8,0D
01,D4,1F,C8,7D,64,04,11
01,D4,3F,4C,80,64,1E,15
01,D4,3F,8A,81,64,54,0D
01,D4,3F,8A,81,64,D2,0C
01,D4,3F,8C,80,64,22,15
01,D4,3F,CA,81,64,58,11
01,D4,5F,0F,8B,64,54,17
01,D4,7F,4C,7B,63,26,1A
01,D4,9F,89,84,64,AA,11
01,D4,FF,CC,77,64,D8,15
01,D5,1F,CF,84,64,9E,19
01,D5,3F,92,8C,64,A0,19
01,D5,3F,C8,7E,64,8E,0F
01,D5,7F,49,82,64,90,0E
01,D5,7F,4F,81,64,F2,18
01,D5,7F,62,77,64,E2,49
01,D5,7F,8A,81,64,F2,11
01,D5,9F,4F,78,64,3E,19
01,D5,9F,D0,85,64,3A,26
01,D5,BF,D5,7B,64,58,28
01,D5,FF,89,84,64,3E,13
01,D5,FF,8A,7F,64,A2,14
01,D5,FF,CC,7C,64,3A,24
01,D6,1F,48,7E,64,54,10
01,D6,3F,88,7E,64,DC,0F
01,D6,7F,0C,81,64,FE,15
01,D6,9F,12,88,64,B0,18
01,D6,DF,4A,77,64,54,14
01,D6,DF,4C,8A,64,16,16
01,D6,DF,C9,80,64,76,11
01,D6,DF,CD,77,64,90,16
01,D6,FF,C8,83,64,5E,0F
01,D7,1F,50,82,62,E2,23
01,D7,1F,89,7E,64,AA,0F
01,D7,3F,08,7F,64,6C,0F
01,D7,3F,0F,81,64,AC,17
01,D7,3F,4A,81,64,0E,11
01,D7,3F,92,80,64,54,25
01,D7,3F,CE,77,64,CC,16
01,D7,5F,0B,7D,64,86,14
01,D7,5F,48,7F,64,86,0F
01,D7,5F,94,83,64,56,2E
01,D7,5F,C9,82,64,00,0F
01,D7,5F,CC,77,64,6E,15
01,D7,7F,08,7C,64,F4,12
01,D7,7F,0B,82,64,54,15
01,D7,7F,97,8E,64,BE,24
01,D7,9F,49,7F,64,60,11
01,D7,9F,D0,77,64,FA,1C
01,D7,9F,D2,77,64,A0,18
01,D7,BF,CC,7F,63,FC,15
01,D7,DF,12,7E,64,5E,28
01,D7,FF,8C,78,64,F6,15
01,D7,FF,CF,7F,64,1E,19
01,D8,1F,0B,81,64,18,12
01,D8,1F,4A,81,64,C4,10
01,D8,1F,8C,84,64,20,15
01,D8,3F,88,7E,64,E8,0F
01,D8,5F,0A,81,64,44,11
01,D8,5F,88,7F,64,1A,0F
01,D8,5F,91,78,64,F4,1E
01,D8,7F,91,7E,64,B6,1F
01,D8,7F,C9,82,64,CA,0E
01,D8,9F,0A,81,64,72,11
01,D8,FF,08,83,64,D0,0E
01,D8,FF,90,83,64,BA,1E
01,D9,1F,1C,95,64,6A,3F
01,D9,1F,CD,7F,64,D8,15
01,D9,3F,D0,81,64,E0,17
01,D9,7F,0A,81,64,C2,11
01,D9,7F,C9,82,64,A0,0E
01,D9,7F,CD,80,64,58,17
01,D9,BF,09,8A,64,D2,12
01,D9,BF,4E,81,64,58,17
01,D9,BF,CF,78,64,64,18
01,D9,DF,4A,80,64,52,12
01,D9,DF,8E,83,64,82,17
01,D9,FF,07,7F,64,CA,0F
01,DA,3F,08,7F,64,04,10
01,DA,3F,08,7F,64,5C,0F
01,DA,3F,4A,81,64,3E,11
01,DA,3F,4B,78,64,60,14
01,DA,3F,8A,81,64,02,11
01,DA,7F,48,7F,64,5A,0F
01,DA,9F,12,87,64,E0,26
01,DA,9F,D5,7E,64,E0,27
01,DA,FF,14,86,64,3C,2F
01,DA,FF,C9,80,64,66,0E
01,DB,1F,0B,81,64,08,12
01,DB,1F,48,7E,64,70,10
01,DB,1F,4B,82,64,CE,10
01,DB,3F,88,7E,64,F8,0F
01,DB,5F,0A,80,64,18,12
01,DB,7F,C9,82,64,DA,0E
01,DB,9F,98,8D,64,16,2C
01,DB,DF,CA,81,64,0C,12
01,DB,FF,0F,80,64,2A,19
01,DB,FF,4A,80,64,C4,12
01,DB,FF,89,7E,64,C0,0F
01,DB,FF,D3,82,64,DA,2C
01,DC,1F,08,7F,64,08,10
01,DC,1F,8A,81,64,0E,11
01,DC,1F,CD,82,64,22,16
01,DC,1F,D4,81,64,24,1E
01,DC,3F,D1,77,64,2A,1E
01,DC,5F,0A,81,64,34,11
01,DC,5F,48,7F,64,56,0F
01,DC,5F,C8,7E,64,2A,10
01,DC,7F,12,8C,64,D8,1A
01,DC,7F,53,8B,63,EA,30
01,DC,7F,89,83,64,24,0F
01,DC,7F,C9,82,64,BA,0E
01,DC,9F,CE,7C,64,A0,16
01,DC,BF,0E,83,64,4E,17
01,DC,BF,90,85,64,C0,26
01,DC,BF,CE,83,64,72,17
01,DC,BF,CF,78,64,7E,18
01,DC,FF,4F,77,64,00,18
01,DC,FF,CE,84,64,C8,1F
01,DD,1F,CF,83,64,8A,19
01,DD,3F,08,7F,64,8E,0F
01,DD,3F,50,81,64,2C,1C
01,DD,5F,D1,88,64,28,22
01,DD,7F,13,77,64,D0,2A
01,DD,7F,C9,82,64,0E,0F
01,DD,7F,D0,84,64,AC,1D
01,DD,9F,0E,7B,60,7C,1C
01,DD,9F,89,83,64,4A,0E
01,DD,BF,4D,78,64,74,16
01,DD,BF,4E,82,64,E2,16
01,DD,DF,8E,83,64,E6,1A
01,DD,DF,A0,B9,64,AA,6C
01,DD,DF,D5,81,64,12,28
01,DD,FF,4B,77,64,46,15
01,DE,3F,0A,80,64,14,0E
01,DE,3F,4A,83,64,54,0D
01,DE,3F,8D,8D,64,18,18
01,DE,5F,0A,81,64,BE,11
01,DE,5F,0D,81,64,D2,15
01,DE,7F,48,7F,64,30,0F
01,DE,9F,92,77,64,28,1A
01,DE,9F,95,77,64,C2,1F
01,DE,BF,0E,79,64,40,17
01,DE,BF,CA,82,64,0A,15
01,DE,BF,CC,86,64,94,1A
01,DE,DF,13,81,64,F4,2C
01,DE,FF,51,87,64,84,1C
01,DF,1F,8B,81,64,66,12
01,DF,1F,C9,7E,64,10,10
01,DF,3F,0A,80,64,F8,0D
01,DF,3F,C8,7E,64,AA,0F
01,DF,3F,DE,9D,64,1A,49
01,DF,7F,0A,79,64,62,11
01,DF,9F,15,89,64,16,30
01,DF,9F,92,77,64,C4,19
01,DF,DF,8D,81,64,32,16
01,DF,FF,09,83,64,90,12
01,DF,FF,0F,80,64,2C,1A
01,DF,FF,8F,80,64,44,19
02,D0,1F,50,80,64,20,1A
02,D0,1F,CA,80,64,10,0E
02,D0,3F,D1,77,64,74,1E
02,D0,5F,0A,81,64,6A,11
02,D0,5F,8A,7F,64,F6,11
02,D0,5F,8A,83,64,DC,10
02,D0,7F,C9,82,64,E4,0E
02,D0,BF,8C,79,64,6C,1C
02,D0,DF,91,88,64,F2,23
02,D0,FF,52,77,64,F8,18
02,D0,FF,D3,76,64,EE,2E
02,D1,1F,4F,78,64,62,17
02,D1,1F,CA,83,64,EA,0C
02,D1,3F,14,8C,63,12,31
02,D1,3F,4E,82,64,82,16
02,D1,3F,51,82,64,04,20
02,D1,3F,51,82,64,32,1F
02,D1,3F,CA,80,64,94,0D
02,D1,5F,53,77,64,6C,2A
02,D1,5F,8F,80,64,D0,17
02,D1,9F,49,87,64,DC,10
02,D1,9F,92,77,64,94,19
02,D1,BF,D3,7E,64,C8,1B
02,D1,DF,CA,81,64,5A,11
02,D1,DF,CF,7E,64,1E,1D
02,D1,DF,CF,80,64,AC,1A
02,D1,DF,D3,83,64,2C,2C
02,D1,FF,14,86,64,66,24
02,D1,FF,89,80,64,3A,10
02,D1,FF,89,81,64,A8,0D
02,D1,FF,CA,83,64,68,13
02,D1,FF,CB,77,64,2A,15
02,D1,FF,CD,8A,64,EE,16
02,D2,1F,CA,81,64,E2,0D
02,D2,3F,08,7F,64,5C,0F
02,D2,3F,48,7E,64,1C,10
02,D2,3F,4A,81,64,3E,11
02,D2,3F,89,7E,64,2E,10
02,D2,3F,8A,81,64,02,11
02,D2,3F,D4,87,64,00,1E
02,D2,5F,4F,81,64,76,17
02,D2,5F,94,83,64,66,2E
02,D2,9F,C9,82,64,80,0E
02,D2,BF,4B,83,64,CC,14
02,D2,DF,0C,87,64,30,1A
02,D2,DF,0F,78,64,9A,1A
02,D2,FF,8C,78,64,C6,15
02,D3,1F,8A,81,64,CE,11
02,D3,3F,8A,81,64,22,11
02,D3,7F,CC,77,64,92,15
02,D3,7F,D7,86,64,56,2C
02,D3,9F,C9,82,64,A0,0E
02,D3,9F,CF,84,64,08,22
02,D3,BF,50,84,64,00,1E
02,D3,BF,90,83,64,98,18
02,D3,DF,53,80,64,20,2D
02,D3,DF,90,8B,64,06,18
02,D4,1F,D0,78,64,54,1B
02,D4,3F,0A,89,64,B2,11
02,D4,3F,8A,80,64,EE,0D
02,D4,5F,48,7F,64,4E,0F
02,D4,7F,11,84,64,74,18
02,D4,7F,CA,7E,64,84,14
02,D4,BF,0F,79,64,DC,17
02,D4,BF,4D,78,64,5E,16
02,D4,DF,9B,94,64,D6,3E
02,D4,FF,07,7F,64,C8,0F
02,D4,FF,08,83,64,B8,0E
02,D4,FF,49,83,64,3C,13
02,D4,FF,4F,80,64,06,1A
02,D4,FF,CF,78,64,B2,1A
02,D5,1F,08,7F,64,E4,0F
02,D5,1F,14,80,64,1C,2E
02,D5,1F,CA,81,64,B6,0D
02,D5,3F,0A,81,64,66,0D
02,D5,3F,4A,81,64,EC,10
02,D5,3F,CB,7C,64,2C,14
02,D5,5F,0A,82,64,94,11
02,D5,5F,11,93,64,E6,27
02,D5,5F,50,86,64,F6,1D
02,D5,5F,C9,81,64,28,10
02,D5,5F,C9,82,64,E2,0E
02,D5,5F,CD,7D,64,B6,19
02,D5,9F,8C,7F,63,20,16
02,D5,FF,13,81,64,A0,2D
02,D5,FF,49,81,64,16,0E
02,D5,FF,49,82,64,02,0E
02,D5,FF,8F,8B,64,E4,1D
02,D6,1F,0A,81,64,D4,11
02,D6,1F,54,77,64,2A,1E
02,D6,1F,CD,84,64,B8,15
02,D6,3F,0A,81,64,38,11
02,D6,3F,13,84,64,90,18
02,D6,3F,CA,85,64,2C,0D
02,D6,7F,0F,78,64,40,1A
02,D6,7F,11,81,64,A4,1F
02,D6,9F,09,7F,64,56,11
02,D6,9F,0F,88,64,E0,1B
02,D6,9F,15,7F,64,C2,27
02,D6,9F,D3,8A,64,D0,2B
02,D6,BF,CE,77,64,4C,17
02,D6,FF,8A,7E,64,58,13
02,D6,FF,8C,7C,64,D8,23
02,D7,1F,4B,7F,64,2E,14
02,D7,3F,D1,80,64,12,1F
02,D7,5F,88,7E,64,58,10
02,D7,5F,92,8B,63,94,32
02,D7,5F,D1,88,64,3C,21
02,D7,7F,8F,80,64,60,1A
02,D7,7F,91,79,64,84,1F
02,D7,7F,CE,81,64,3A,17
02,D7,9F,0B,83,64,B2,14
02,D7,9F,4C,84,64,62,18
02,D7,9F,8F,7E,64,8E,1C
02,D7,BF,10,88,64,E2,1E
02,D7,DF,4D,81,64,4E,16
02,D7,DF,4D,82,64,5A,16
02,D7,DF,8A,78,64,08,13
02,D7,DF,D3,83,64,3C,2C
02,D7,FF,09,83,64,88,0D
02,D8,1F,CA,83,64,DC,0D
02,D8,3F,13,84,64,A4,18
02,D8,3F,19,8E,64,92,35
02,D8,3F,8B,8C,64,B6,14
02,D8,5F,08,7F,64,84,0F
02,D8,5F,CF,84,64,FE,20
02,D8,7F,D3,8A,64,3E,2B
02,D8,9F,15,87,64,6C,20
02,D8,BF,8F,7E,64,C2,1C
02,D9,1F,0A,83,64,8A,0D
02,D9,1F,8A,81,64,BA,0D
02,D9,3F,0A,81,64,66,11
02,D9,3F,13,84,64,48,19
02,D9,3F,8C,80,64,20,15
02,D9,3F,95,7C,64,68,27
02,D9,5F,89,82,64,EE,0E
02,D9,9F,0A,82,64,FA,12
02,D9,BF,89,83,64,20,12
02,D9,BF,8C,78,64,98,15
02,D9,BF,CD,7C,63,96,1B
02,D9,BF,CF,7F,64,F6,18
02,D9,DF,95,8A,64,B2,30
02,D9,FF,09,82,64,0E,0E
02,D9,FF,0C,85,64,0E,1B
02,D9,FF,C9,7F,64,54,0C
02,D9,FF,C9,81,64,26,0E
02,DA,1F,53,95,00,2E,30
02,DA,1F,8A,80,64,0C,0E
02,DA,3F,49,80,64,10,10
02,DA,3F,D1,80,64,22,1F
02,DA,5F,4A,82,64,62,11
02,DA,5F,8A,82,64,5E,11
02,DA,5F,C9,82,64,18,12
02,DA,7F,8D,82,64,DE,15
02,DA,7F,CA,80,64,BE,11
02,DA,9F,4E,7F,64,4C,17
02,DA,DF,90,7F,64,5C,18
02,DA,FF,49,80,64,7E,0F
02,DB,1F,8A,89,64,B8,11
02,DB,3F,4F,81,64,BE,17
02,DB,5F,10,81,64,EE,17
02,DB,5F,4B,86,62,BE,17
02,DB,5F,93,8C,64,04,1F
02,DB,7F,0F,81,64,B8,17
02,DB,7F,92,88,64,60,26
02,DB,9F,92,77,64,34,19
02,DB,9F,CA,78,64,38,12
02,DB,DF,89,84,64,80,12
02,DB,FF,CA,81,64,90,10
02,DC,3F,4B,7F,64,12,14
02,DC,3F,4E,88,64,B6,1E
02,DC,3F,CA,7D,64,EC,11
02,DC,7F,10,83,64,B6,1C
02,DC,7F,8A,78,64,D6,11
02,DC,9F,89,84,64,EA,0E
02,DC,9F,8F,89,64,76,21
02,DC,BF,CD,79,5F,86,1B
02,DC,DF,14,86,64,4A,24
02,DC,DF,89,7E,64,64,12
02,DC,FF,57,8E,64,0A,28
02,DC,FF,C9,7F,64,4E,0C
02,DD,1F,4A,81,64,AE,0D
02,DD,3F,0A,81,64,4E,11
02,DD,3F,8A,81,64,F8,0C
02,DD,3F,C8,7E,64,50,10
02,DD,5F,0F,80,64,06,19
02,DD,7F,0B,83,64,8A,14
02,DD,7F,92,95,00,AE,2D
02,DD,BF,0E,7D,64,F8,16
02,DD,FF,8F,80,64,E6,19
02,DD,FF,91,88,64,C2,24
02,DE,3F,0C,7E,64,2C,15
02,DE,3F,4F,82,64,40,17
02,DE,3F,C8,7E,64,B0,0F
02,DE,3F,D2,8B,64,98,26
02,DE,5F,08,7F,64,7E,0F
02,DE,5F,4F,85,64,9A,17
02,DE,7F,0A,79,64,78,11
02,DE,BF,90,8B,64,04,18
02,DE,BF,CE,88,64,B6,1F
02,DE,DF,4F,7A,64,8C,18
02,DE,FF,0A,81,64,C0,11
02,DE,FF,0A,82,64,14,14
02,DE,FF,49,82,64,CA,0D
02,DE,FF,CA,81,64,7A,10
02,DF,1F,CA,81,64,92,0D
02,DF,3F,0A,77,64,48,13
02,DF,3F,4A,81,64,4E,11
02,DF,5F,0A,81,64,A4,11
02,DF,5F,55,7C,64,96,27
02,DF,7F,4B,7A,64,9C,15
02,DF,9F,0F,81,64,E8,1C
02,DF,9F,54,86,64,6C,23
02,DF,9F,CD,7C,64,AE,1E
02,DF,9F,CF,81,64,14,19
02,DF,DF,0F,7D,5C,AA,20
02,DF,DF,D2,8A,64,14,1C
02,DF,FF,CF,78,64,3A,1A
02,DF,FF,D3,95,00,42,2F
03,D0,1F,0A,81,64,AC,11
03,D0,1F,8A,81,64,9C,0D
03,D0,3F,0A,78,64,D0,11
03,D0,3F,0A,81,64,40,11
03,D0,3F,4A,82,64,DE,0C
03,D0,3F,8A,81,64,F6,0C
03,D0,3F,CA,81,64,FA,10
03,D0,5F,8A,81,64,96,11
03,D0,5F,CA,80,64,8E,11
03,D0,7F,52,87,64,44,26
03,D0,7F,8D,8C,64,C0,1A
03,D0,DF,0A,81,64,5A,14
03,D0,DF,4E,82,64,22,17
03,D0,FF,0D,80,64,56,16
03,D0,FF,C9,7F,64,72,0C
03,D1,1F,CA,81,64,A0,0D
03,D1,1F,D0,89,64,2E,23
03,D1,3F,4A,81,64,FA,10
03,D1,5F,0A,84,64,6A,14
03,D1,5F,DB,92,64,B4,3B
03,D1,7F,CF,7F,64,08,1A
03,D1,BF,8F,78,64,0E,1A
03,D1,DF,09,80,64,AC,11
03,D1,DF,53,80,64,42,2D
03,D1,FF,8B,84,64,02,15
03,D1,FF,8E,8C,64,58,1B
03,D2,3F,0C,7D,64,30,15
03,D2,3F,CA,80,64,D6,0D
03,D2,5F,08,7F,64,76,0F
03,D2,9F,D0,85,64,0C,26
03,D2,BF,15,7F,64,E8,27
03,D2,BF,8D,79,61,BE,19
03,D2,BF,CC,7F,63,58,16
03,D2,DF,4D,78,64,8C,16
03,D2,DF,8A,78,64,DC,12
03,D2,DF,8C,82,64,BC,17
03,D2,FF,0A,8B,64,70,14
03,D2,FF,4A,78,64,8A,13
03,D2,FF,50,8B,64,12,20
03,D2,FF,89,82,64,FE,0D
03,D3,1F,08,7E,64,96,11
03,D3,1F,14,83,64,E8,2D
03,D3,1F,51,78,64,BE,1E
03,D3,3F,CA,81,64,E2,11
03,D3,5F,08,7F,64,56,0F
03,D3,5F,49,7D,64,D2,0E
03,D3,7F,CF,7F,64,FE,19
03,D3,9F,0B,83,64,C0,14
03,D3,BF,15,7F,64,C8,27
03,D3,BF,A0,B9,64,72,6C
03,D3,BF,CC,7F,63,78,16
03,D3,DF,4B,86,64,7C,15
03,D3,DF,4F,7F,64,58,1D
