time,b0,b1,b2,b3,b4,b5,b6,b7
186947,1D,D8,FF,CF,77,64,D0,17
186957,F4,D9,DF,CF,77,64,D0,17
186967,59,DA,BF,CF,77,64,D8,17
186978,EB,DB,BF,CF,77,64,E0,17
186987,85,DC,BF,CF,77,64,E8,17
186998,2C,DD,DF,CF,77,64,EC,17
187007,BA,DE,DF,CF,77,64,EA,17
187023,E4,DF,1F,D0,77,64,E4,17
187027,9F,D0,1F,D0,77,64,D6,17
187037,51,D1,1F,D0,77,64,C8,17
187047,54,D2,DF,CF,77,64,C2,17
187058,1D,D3,BF,CF,77,64,C4,17
187067,46,D4,9F,CF,77,64,CE,17
187077,0C,D5,7F,CF,77,64,D6,17
187087,4C,D6,7F,CF,77,64,DE,17
187097,29,D7,BF,CF,77,64,E0,17
187107,0B,D8,BF,CF,77,64,E0,17
187117,A0,D9,DF,CF,77,64,DE,17
187127,AB,DA,DF,CF,77,64,D0,17
187137,86,DB,DF,CF,77,64,C0,17
187147,16,DC,DF,CF,77,64,B8,17
187157,48,DD,9F,CF,77,64,B6,17
187168,02,DE,7F,CF,77,64,BA,17
187177,03,DF,7F,CF,77,64,C2,17
187187,3F,D0,7F,CF,77,64,CC,17
187198,81,D1,7F,CF,77,64,DA,17
187208,BE,D2,9F,CF,77,64,E0,17
187217,0A,D3,9F,CF,77,64,DE,17
187227,75,D4,BF,CF,77,64,D2,17
187238,61,D5,DF,CF,77,64,C0,17
187248,B3,D6,DF,CF,77,64,B2,17
187257,38,D7,BF,CF,77,64,B0,17
187267,2D,D8,7F,CF,77,64,B2,17
187278,B4,D9,5F,CF,77,64,BA,17
187287,5D,DA,5F,CF,77,64,C6,17
187298,54,DB,5F,CF,77,64,D0,17
187308,72,DC,5F,CF,77,64,D4,17
187318,4A,DD,9F,CF,77,64,D4,17
187327,F3,DE,BF,CF,77,64,CC,17
187337,9E,DF,BF,CF,77,64,BE,17
187347,16,D0,BF,CF,77,64,AE,17
187358,9B,D1,9F,CF,77,64,A4,17
187367,FF,D2,7F,CF,77,64,A0,17
187377,C3,D3,5F,CF,77,64,AC,17
187388,35,D4,3F,CF,77,64,B8,17
187398,CD,D5,3F,CF,77,64,C2,17
187407,0F,D6,5F,CF,77,64,CA,17
187417,06,D7,5F,CF,77,64,C8,17
187427,ED,D8,9F,CF,77,64,BA,17
187438,37,D9,9F,CF,77,64,A6,17
187448,7B,DA,9F,CF,77,64,94,17
187457,D5,DB,5F,CF,77,64,98,17
187468,2A,DC,3F,CF,77,64,A2,17
187477,49,DD,3F,CF,77,64,AA,17
187487,4F,DE,3F,CF,77,64,B4,17
187498,06,DF,3F,CF,77,64,C0,17
187508,46,D0,5F,CF,77,64,BE,17
187517,3C,D1,5F,CF,77,64,BE,17
187527,27,D2,7F,CF,77,64,B4,17
187537,7C,D3,7F,CF,77,64,AA,17
187548,E7,D4,7F,CF,77,64,9E,17
187557,32,D5,5F,CF,77,64,98,17
187567,02,D6,5F,CF,77,64,98,17
187577,CE,D7,3F,CF,77,64,A6,17
187588,10,D8,3F,CF,77,64,B4,17
187598,36,D9,3F,CF,77,64,BA,17
187607,FB,DA,3F,CF,77,64,C0,17
187617,B4,DB,5F,CF,77,64,C0,17
187628,F7,DC,7F,CF,77,64,B4,17
187637,68,DD,7F,CF,77,64,AE,17
187647,92,DE,7F,CF,77,64,A2,17
187657,DD,DF,5F,CF,77,64,9C,17
187667,8D,D0,5F,CF,77,64,98,17
187677,69,D1,3F,CF,77,64,9A,17
187688,E6,D2,3F,CF,77,64,A0,17
187698,41,D3,3F,CF,77,64,AC,17
187707,59,D4,3F,CF,77,64,B2,17
187717,0B,D5,3F,CF,77,64,B6,17
187728,B9,D6,5F,CF,77,64,B6,17
187738,88,D7,5F,CF,77,64,B0,17
187747,72,D8,5F,CF,77,64,A4,17
187757,88,D9,7F,CF,77,64,96,17
187768,E4,DA,5F,CF,77,64,8A,17
187777,27,DB,3F,CF,77,64,90,17
187787,9A,DC,1F,CF,77,64,94,17
187798,BE,DD,1F,CF,77,64,A0,17
187808,7C,DE,1F,CF,77,64,A8,17
187817,47,DF,1F,CF,77,64,B6,17
187827,A8,D0,3F,CF,77,64,B4,17
187837,F6,D1,3F,CF,77,64,B2,17
187848,8F,D2,7F,CF,77,64,A8,17
187857,D0,D3,5F,CF,77,64,9E,17
187867,28,D4,5F,CF,77,64,90,17
187878,4C,D5,3F,CF,77,64,8A,17
187888,77,D6,1F,CF,77,64,92,17
187898,36,D7,1F,CF,77,64,9C,17
187907,77,D8,1F,CF,77,64,A6,17
187918,4D,D9,1F,CF,77,64,AA,17
187928,AD,DA,3F,CF,77,64,AC,17
187937,44,DB,3F,CF,77,64,AA,17
187947,B4,DC,5F,CF,77,64,A0,17
187958,D8,DD,5F,CF,77,64,98,17
187968,22,DE,5F,CF,77,64,94,17
187977,BF,DF,3F,CF,77,64,8C,17
187987,D7,D0,3F,CF,77,64,8C,17
187998,9E,D1,1F,CF,77,64,90,17
188008,56,D2,1F,CF,77,64,96,17
188017,92,D3,1F,CF,77,64,A0,17
188038,6C,D5,1F,CF,77,64,A4,17
188048,A4,D6,3F,CF,77,64,9E,17
188058,F9,D7,3F,CF,77,64,92,17
188068,4B,D8,3F,CF,77,64,8A,17
188078,39,D9,3F,CF,77,64,8A,17
188088,E1,DA,1F,CF,77,64,88,17
188098,14,DB,1F,CF,77,64,8C,17
188107,A2,DC,1F,CF,77,64,90,17
188118,95,DD,1F,CF,77,64,96,17
188128,57,DE,1F,CF,77,64,9E,17
188137,D8,DF,1F,CF,77,64,9E,17
188147,AC,D0,1F,CF,77,64,9C,17
188158,21,D1,3F,CF,77,64,96,17
188168,65,D2,3F,CF,77,64,8A,17
188177,81,D3,3F,CF,77,64,7E,17
188187,8E,D4,1F,CF,77,64,7A,17
188198,5F,D5,FF,CE,77,64,80,17
188207,27,D6,FF,CE,77,64,8C,17
188217,A2,D7,FF,CE,77,64,94,17
188228,F0,D8,FF,CE,77,64,9C,17
188237,66,D9,1F,CF,77,64,9C,17
188247,39,DA,1F,CF,77,64,9C,17
188257,03,DB,3F,CF,77,64,96,17
188268,A9,DC,3F,CF,77,64,88,17
188278,AD,DD,3F,CF,77,64,7E,17
188287,BC,DE,1F,CF,77,64,7A,17
188298,33,DF,1F,CF,77,64,7A,17
188308,E0,D0,FF,CE,77,64,80,17
188318,F6,D1,FF,CE,77,64,8A,17
188328,AE,D2,FF,CE,77,64,94,17
188338,09,D3,FF,CE,77,64,98,17
188348,A5,D4,FF,CE,77,64,98,17
188358,7F,D5,1F,CF,77,64,96,17
188368,EC,D6,3F,CF,77,64,92,17
188377,19,D7,3F,CF,77,64,82,17
188388,2C,D8,3F,CF,77,64,74,17
188398,FD,D9,1F,CF,77,64,70,17
188407,62,DA,FF,CE,77,64,76,17
188417,B8,DB,FF,CE,77,64,80,17
188428,EE,DC,FF,CE,77,64,8C,17
188438,49,DD,FF,CE,77,64,92,17
188448,C3,DE,FF,CE,77,64,96,17
188457,A8,DF,1F,CF,77,64,96,17
188468,E4,D0,1F,CF,77,64,90,17
188478,F9,D1,3F,CF,77,64,82,17
188488,1E,D2,3F,CF,77,64,76,17
188498,4E,D3,1F,CF,77,64,70,17
188508,06,D4,FF,CE,77,64,70,17
188518,00,D5,FF,CE,77,64,7A,17
188527,5E,D6,DF,0E,78,64,86,17
188537,93,D7,DF,0E,78,64,92,17
188548,20,D8,FF,8E,78,64,9A,17
188558,61,D9,1F,0F,79,64,9A,17
188568,4B,DA,1F,4F,79,64,96,17
188577,EB,DB,3F,CF,79,64,8C,17
188588,22,DC,3F,0F,7A,64,80,17
188598,5C,DD,3F,8F,7A,64,76,17
188608,BE,DE,1F,0F,7B,64,74,17
188617,0C,DF,1F,4F,7B,64,74,17
188628,56,D0,1F,CF,7B,64,78,17
188638,3B,D1,1F,4F,7C,64,82,17
188647,A7,D2,1F,4F,7C,64,8A,17
188657,A2,D3,1F,CF,7C,64,92,17
188668,7F,D4,3F,0F,7D,64,92,17
188678,E3,D5,3F,8F,7D,64,88,17
188688,A7,D6,5F,0F,7E,64,86,17
188698,60,D7,5F,4F,7E,64,A6,17
188708,99,D8,3F,8F,7E,64,C6,17
188718,F3,D9,5F,CF,7E,64,EA,17
188728,41,DA,5F,4F,7E,64,0A,18
188738,24,DB,9F,8F,7E,64,1C,18
188748,BB,DC,3F,D0,7E,64,32,18
188758,FA,DD,9F,90,7E,64,46,18
188768,32,DE,DF,10,7F,64,58,18
188778,3E,DF,9F,D1,7E,64,5E,18
188788,45,D0,1F,12,7F,64,6A,18
188798,53,D1,9F,52,7F,64,50,18
188808,4E,D2,DF,12,7F,64,16,18
188818,B3,D3,3F,93,7F,64,0C,18
188828,C3,D4,1F,52,7F,64,02,18
188838,76,D5,DF,50,7F,64,C4,17
188848,AF,D6,DF,90,7F,64,7E,17
188857,24,D7,7F,90,7F,64,4A,17
188868,6E,D8,BF,4F,7F,64,34,17
188878,7E,D9,1F,8F,7F,64,2E,17
188888,01,DA,FF,8E,7F,64,38,17
188898,37,DB,FF,CE,7F,64,4C,17
188908,04,DC,FF,0E,80,64,58,17
188918,33,DD,FF,0E,80,64,5E,17
188928,E3,DE,1F,4F,80,64,70,17
188938,38,DF,1F,4F,80,64,7E,17
188947,7F,D0,1F,4F,80,64,8C,17
188958,0E,D1,3F,4F,80,64,94,17
188968,7C,D2,5F,8F,80,64,AA,17
188978,77,D3,7F,4F,80,64,AE,17
188988,4B,D4,7F,4F,80,64,B6,17
188998,0C,D5,9F,8F,80,64,C0,17
189008,D7,D6,BF,8F,80,64,C8,17
189017,40,D7,DF,8F,80,64,C8,17
189027,36,D8,DF,8F,80,64,C6,17
189048,82,DA,1F,90,80,64,C4,17
189058,05,DB,1F,90,80,64,AA,17
189068,2B,DC,FF,CF,80,64,98,17
189078,43,DD,DF,CF,80,64,88,17
189088,92,DE,BF,0F,81,64,7C,17
189098,E1,DF,9F,0F,81,64,82,17
189107,51,D0,9F,0F,81,64,96,17
189118,CF,D1,7F,0F,81,64,98,17
189128,6B,D2,7F,0F,81,64,94,17
189137,65,D3,9F,4F,81,64,9E,17
189148,41,D4,BF,4F,81,64,AC,17
189158,83,D5,BF,4F,81,64,B0,17
189168,1B,D6,BF,4F,81,64,AC,17
189178,E0,D7,DF,8F,81,64,9A,17
189188,0D,D8,FF,8F,81,64,94,17
189198,55,D9,DF,CF,81,64,8E,17
189208,0B,DA,BF,CF,81,64,A4,17
189217,8E,DB,BF,CF,81,64,A8,17
189228,37,DC,BF,0F,82,64,AC,17
189238,BA,DD,DF,0F,82,64,AE,17
189248,06,DE,FF,4F,82,64,B2,17
189258,6B,DF,FF,4F,82,64,C0,17
189268,60,D0,FF,8F,82,64,C6,17
189278,DE,D1,FF,8F,82,64,D0,17
189288,45,D2,1F,D0,82,64,DE,17
189298,65,D3,3F,D0,82,64,D0,17
189308,AF,D4,3F,10,83,64,CA,17
189318,91,D5,7F,50,83,64,C2,17
189328,A8,D6,5F,50,83,64,B8,17
189338,64,D7,3F,90,83,64,BA,17
189348,AA,D8,1F,D0,83,64,D4,17
189358,A7,D9,1F,D0,83,64,EC,17
189368,03,DA,1F,D0,83,64,06,18
189377,50,DB,3F,10,84,64,0E,18
189388,0C,DC,BF,10,84,64,06,18
189398,04,DD,FF,50,84,64,FA,17
189407,DE,DE,1F,51,84,64,E0,17
189418,39,DF,FF,90,84,64,C6,17
189428,C3,D0,BF,D0,84,64,BA,17
189437,56,D1,7F,D0,84,64,AC,17
189448,D2,D2,1F,10,85,64,AC,17
189458,DF,D3,FF,0F,85,64,BE,17
189468,E4,D4,FF,4F,85,64,C0,17
189478,92,D5,FF,4F,85,64,C2,17
189488,BE,D6,FF,4F,85,64,C0,17
189498,FB,D7,3F,90,85,64,BA,17
189507,1D,D8,3F,90,85,64,AC,17
189518,F1,D9,1F,D0,85,64,A8,17
189528,E4,DA,FF,CF,85,64,A6,17
189538,35,DB,FF,CF,85,64,A4,17
189547,6C,DC,FF,0F,86,64,B0,17
189558,37,DD,FF,0F,86,64,BC,17
189568,2F,DE,FF,0F,86,64,C2,17
189578,BC,DF,FF,0F,86,64,C0,17
189588,41,D0,1F,50,86,64,BC,17
189598,16,D1,3F,50,86,64,C0,17
189608,D7,D2,1F,50,86,64,BC,17
189618,F1,D3,1F,90,86,64,C4,17
189627,92,D4,3F,90,86,64,CA,17
189638,B0,D5,3F,90,86,64,C6,17
189648,9C,D6,3F,90,86,64,C4,17
189657,3A,D7,3F,D0,86,64,BC,17
189668,74,D8,3F,D0,86,64,B6,17
189678,F8,D9,3F,D0,86,64,C6,17
189688,C0,DA,1F,D0,86,64,D4,17
189698,AF,DB,1F,10,87,64,D8,17
189708,C1,DC,1F,10,87,64,D0,17
189718,7F,DD,5F,10,87,64,CE,17
189728,56,DE,7F,10,87,64,CE,17
189737,37,DF,5F,50,87,64,C2,17
189748,BD,D0,5F,50,87,64,B0,17
189758,61,D1,3F,50,87,64,B6,17
189768,66,D2,1F,50,87,64,BE,17
189778,07,D3,1F,50,87,64,C6,17
189788,B8,D4,1F,90,87,64,C8,17
189798,66,D5,1F,90,87,64,D6,17
189808,A1,D6,3F,90,87,64,DC,17
189817,90,D7,3F,90,87,64,DA,17
189828,64,D8,5F,90,87,64,D4,17
189838,A9,D9,7F,90,87,64,D2,17
189847,42,DA,7F,90,87,64,CC,17
189857,96,DB,7F,D0,87,64,CA,17
189868,47,DC,5F,D0,87,64,C4,17
189878,8C,DD,5F,D0,87,64,D0,17
189888,98,DE,3F,D0,87,64,D6,17
189898,67,DF,3F,D0,87,64,DE,17
189908,F2,D0,5F,D0,87,64,E6,17
189918,7F,D1,7F,D0,87,64,EC,17
189928,4F,D2,9F,D0,87,64,E6,17
189938,98,D3,9F,D0,87,64,E2,17
189948,D0,D4,BF,D0,87,64,DA,17
189957,B3,D5,9F,10,88,64,D8,17
189968,9F,D6,9F,10,88,64,DA,17
189978,3A,D7,7F,10,88,64,DA,17
189988,67,D8,7F,10,88,64,E2,17
189998,5D,D9,7F,10,88,64,EE,17
190007,DA,DA,7F,10,88,64,FA,17
190018,83,DB,9F,10,88,64,FC,17
190027,1A,DC,BF,10,88,64,FE,17
190037,97,DD,DF,10,88,64,FC,17
190048,42,DE,FF,10,88,64,EE,17
190058,85,DF,FF,10,88,64,E2,17
190067,4B,D0,DF,50,88,64,E2,17
190077,C3,D1,BF,50,88,64,EA,17
190088,24,D2,9F,50,88,64,F2,17
190098,A7,D3,9F,50,88,64,F8,17
190108,97,D4,BF,50,88,64,00,18
190118,D9,D5,BF,50,88,64,06,18
190128,77,D6,DF,50,88,64,04,18
190137,FE,D7,FF,50,88,64,FC,17
190147,1C,D8,1F,51,88,64,FA,17
190158,E6,D9,FF,50,88,64,F0,17
190168,A5,DA,FF,50,88,64,F2,17
190177,9F,DB,DF,50,88,64,F8,17
190188,F6,DC,DF,50,88,64,08,18
190198,DD,DD,DF,50,88,64,0C,18
190207,4B,DE,DF,50,88,64,0A,18
190217,17,DF,FF,50,88,64,06,18
190227,AC,D0,1F,91,88,64,0E,18
190238,B5,D1,1F,51,88,64,08,18
190247,72,D2,1F,91,88,64,02,18
190257,25,D3,3F,91,88,64,FC,17
190268,C9,D4,FF,90,88,64,00,18
190277,87,D5,FF,90,88,64,06,18
190287,DB,D6,FF,90,88,64,0C,18
190298,66,D7,FF,90,88,64,10,18
190308,E8,D8,1F,91,88,64,1C,18
190317,9A,D9,1F,91,88,64,1C,18
190327,42,DA,3F,91,88,64,1E,18
190337,35,DB,5F,91,88,64,1A,18
190347,63,DC,5F,91,88,64,16,18
190357,C4,DD,5F,91,88,64,08,18
190368,1A,DE,5F,91,88,64,02,18
190378,33,DF,3F,91,88,64,04,18
190387,AC,D0,1F,91,88,64,0E,18
190398,EA,D1,FF,90,88,64,1A,18
190408,41,D2,FF,90,88,64,26,18
190417,A1,D3,3F,91,88,64,2E,18
190427,81,D4,3F,91,88,64,34,18
190438,25,D5,7F,51,88,64,2C,18
190448,53,D6,DF,51,88,64,0C,18
190457,F1,D7,FF,91,88,64,FE,17
190467,3A,D8,9F,91,88,64,0C,18
190478,7E,D9,FF,90,88,64,1C,18
190487,51,DA,FF,50,88,64,28,18
190498,5C,DB,1F,51,88,64,2E,18
190508,1D,DC,3F,51,88,64,38,18
190518,18,DD,BF,51,88,64,3E,18
190528,60,DE,DF,51,88,64,32,18
190537,C0,DF,FF,51,88,64,2C,18
190548,C0,D0,1F,52,88,64,2A,18
190557,49,D1,DF,51,88,64,2C,18
190567,9D,D2,DF,51,88,64,28,18
190578,4A,D3,DF,51,88,64,2C,18
190588,84,D4,BF,51,88,64,3C,18
190598,7C,D5,BF,51,88,64,46,18
190607,6D,D6,BF,11,88,64,44,18
190617,11,D7,FF,11,88,64,4C,18
190627,4D,D8,9F,12,88,64,4C,18
190637,1B,D9,9F,12,88,64,4A,18
190648,AF,DA,BF,12,88,64,42,18
190658,D4,DB,BF,12,88,64,3E,18
190668,75,DC,9F,12,88,64,38,18
190678,82,DD,7F,12,88,64,36,18
190688,5C,DE,3F,52,88,64,3A,18
190698,58,DF,3F,12,88,64,46,18
190707,C7,D0,1F,12,88,64,4C,18
190718,09,D1,1F,12,88,64,52,18
190727,CB,D2,9F,12,88,64,50,18
190737,17,D3,BF,12,88,64,4C,18
190748,01,D4,DF,12,88,64,48,18
190758,95,D5,DF,12,88,64,38,18
190767,D5,D6,DF,12,88,64,30,18
190777,F8,D7,9F,52,88,64,32,18
190788,C8,D8,FF,51,88,64,38,18
190798,34,D9,FF,51,88,64,40,18
190808,02,DA,FF,11,88,64,4E,18
190818,67,DB,FF,11,88,64,52,18
190828,8F,DC,7F,12,88,64,56,18
190837,27,DD,BF,12,88,64,4E,18
190848,90,DE,FF,12,88,64,4C,18
190858,73,DF,FF,12,88,64,46,18
190868,A4,D0,DF,12,88,64,40,18
190877,C2,D1,DF,12,88,64,42,18
190888,F7,D2,7F,12,88,64,4A,18
190898,94,D3,7F,12,88,64,50,18
190907,24,D4,7F,12,88,64,52,18
190918,DA,D5,9F,12,88,64,54,18
190928,9F,D6,DF,12,88,64,5E,18
190937,96,D7,1F,13,88,64,64,18
190948,26,D8,1F,D3,87,64,66,18
190958,EB,D9,3F,D3,87,64,60,18
190967,62,DA,9F,D3,87,64,58,18
190977,DF,DB,9F,D3,87,64,50,18
190988,66,DC,5F,D3,87,64,4A,18
190998,E0,DD,1F,D3,87,64,50,18
191008,E2,DE,FF,D2,87,64,5E,18
191017,C1,DF,DF,D2,87,64,6A,18
191028,04,D0,DF,92,87,64,72,18
191037,A2,D1,3F,93,87,64,76,18
191058,A5,D3,DF,93,87,64,68,18
191067,E6,D4,1F,94,87,64,54,18
191077,9B,D5,FF,93,87,64,52,18
191088,9C,D6,3F,93,87,64,50,18
191098,A2,D7,FF,92,87,64,5E,18
191107,8F,D8,FF,92,87,64,6E,18
191118,E5,D9,1F,93,87,64,7C,18
191128,9F,DA,5F,53,87,64,80,18
191137,BD,DB,BF,53,87,64,7A,18
191148,E5,DC,1F,54,87,64,70,18
191158,F6,DD,1F,54,87,64,70,18
191167,D4,DE,1F,54,87,64,68,18
191177,13,DF,1F,54,87,64,64,18
191188,19,D0,BF,53,87,64,68,18
191198,83,D1,BF,53,87,64,78,18
191207,BC,D2,9F,53,87,64,74,18
191217,6B,D3,9F,53,87,64,70,18
191228,7D,D4,1F,54,87,64,84,18
191237,FC,D5,FF,53,87,64,90,18
191248,78,D6,FF,53,87,64,8E,18
191258,A9,D7,3F,54,87,64,84,18
191267,EC,D8,3F,54,87,64,7A,18
191278,CA,D9,3F,54,87,64,74,18
191288,05,DA,3F,54,87,64,6C,18
191298,A4,DB,3F,54,87,64,66,18
191307,F2,DC,FF,53,87,64,76,18
191318,68,DD,9F,53,87,64,82,18
191327,8E,DE,9F,53,87,64,8C,18
191337,88,DF,DF,53,87,64,94,18
191348,24,D0,1F,54,87,64,9E,18
191358,C0,D1,3F,14,87,64,9A,18
191367,98,D2,3F,14,87,64,84,18
191378,41,D3,3F,54,87,64,70,18
191387,C9,D4,3F,54,87,64,76,18
191398,CF,D5,3F,54,87,64,7C,18
191408,08,D6,FF,53,87,64,86,18
191417,E1,D7,FF,53,87,64,94,18
191427,64,D8,3F,54,87,64,A4,18
191437,63,D9,3F,14,87,64,A8,18
191447,4C,DA,3F,14,87,64,A0,18
191457,C6,DB,3F,14,87,64,9C,18
191467,8C,DC,3F,14,87,64,92,18
191478,0F,DD,3F,14,87,64,8A,18
191488,97,DE,3F,54,87,64,7C,18
191498,04,DF,3F,54,87,64,7E,18
191508,CF,D0,3F,54,87,64,96,18
191518,D3,D1,3F,14,87,64,A8,18
191527,23,D2,3F,14,87,64,AA,18
191538,CC,D3,3F,14,87,64,AA,18
191548,7C,D4,3F,14,87,64,A8,18
191557,7A,D5,3F,14,87,64,A2,18
191567,61,D6,3F,14,87,64,94,18
191578,C0,D7,3F,14,87,64,8A,18
191587,FB,D8,3F,54,87,64,8C,18
191598,21,D9,3F,54,87,64,90,18
191608,67,DA,3F,14,87,64,96,18
191617,F1,DB,3F,14,87,64,A8,18
191627,5B,DC,3F,14,87,64,B6,18
191638,38,DD,3F,14,87,64,BE,18
191647,B2,DE,3F,14,87,64,BA,18
191657,4D,DF,3F,14,87,64,B2,18
191668,82,D0,3F,14,87,64,9E,18
191678,1D,D1,3F,54,87,64,8A,18
191688,D5,D2,3F,54,87,64,8C,18
191698,B6,D3,3F,54,87,64,96,18
191708,15,D4,3F,54,87,64,A6,18
191718,83,D5,3F,54,87,64,B4,18
191728,69,D6,3F,54,87,64,C2,18
191738,7C,D7,3F,54,87,64,C2,18
191748,F4,D8,3F,54,87,64,BC,18
191758,DC,D9,5F,54,87,64,A8,18
191768,EF,DA,5F,54,87,64,A2,18
191777,1A,DB,5F,94,87,64,9A,18
191788,67,DC,5F,94,87,64,A0,18
191798,20,DD,5F,94,87,64,AE,18
191808,E9,DE,7F,94,87,64,BE,18
191818,BC,DF,7F,94,87,64,C8,18
191828,D4,D0,7F,94,87,64,C8,18
191838,C7,D1,7F,D4,87,64,C6,18
191848,37,D2,7F,D4,87,64,C4,18
191858,56,D3,7F,D4,87,64,BC,18
191868,8A,D4,7F,D4,87,64,B4,18
191878,C4,D5,7F,D4,87,64,B2,18
191888,42,D6,7F,14,88,64,B6,18
191898,1F,D7,7F,14,88,64,BA,18
191908,AF,D8,7F,14,88,64,C0,18
191918,3D,D9,7F,14,88,64,D0,18
191928,12,DA,7F,14,88,64,D8,18
191938,E7,DB,7F,14,88,64,DC,18
191948,F9,DC,7F,14,88,64,DC,18
191958,9A,DD,7F,14,88,64,D4,18
191968,CD,DE,7F,54,88,64,C0,18
191978,84,DF,7F,54,88,64,B4,18
191988,EC,D0,7F,54,88,64,B4,18
191998,74,D1,7F,54,88,64,C6,18
192007,F0,D2,9F,54,88,64,D2,18
192018,4B,D3,9F,54,88,64,DC,18
192028,DF,D4,9F,94,88,64,E4,18
192038,A9,D5,9F,94,88,64,E6,18
192048,E6,D6,9F,94,88,64,DE,18
192068,98,D8,7F,D4,88,64,C8,18
192078,30,D9,7F,D4,88,64,BE,18
192088,E1,DA,7F,D4,88,64,C6,18
192098,3A,DB,7F,14,89,64,D4,18
192108,A9,DC,1F,14,89,64,E4,18
192118,D6,DD,1F,14,89,64,EE,18
192128,5C,DE,1F,14,89,64,EA,18
192138,BF,DF,1F,14,89,64,E0,18
192148,95,D0,1F,54,89,64,D8,18
192157,C0,D1,FF,53,89,64,DA,18
192168,77,D2,FF,53,89,64,E4,18
192178,98,D3,FF,53,89,64,E4,18
192188,28,D4,FF,53,89,64,E6,18
192198,51,D5,FF,93,89,64,E8,18
192208,61,D6,FF,93,89,64,E8,18
192217,4C,D7,FF,93,89,64,EC,18
192228,4A,D8,FF,93,89,64,EA,18
192238,B4,D9,FF,93,89,64,F0,18
192248,A6,DA,FF,D3,89,64,F8,18
192258,BD,DB,9F,D3,89,64,F6,18
192268,43,DC,9F,D3,89,64,E6,18
192277,2F,DD,9F,D3,89,64,DE,18
192288,59,DE,9F,13,8A,64,E0,18
192298,9E,DF,9F,13,8A,64,EC,18
192307,7A,D0,9F,13,8A,64,F6,18
192318,C6,D1,9F,13,8A,64,04,19
192328,62,D2,9F,13,8A,64,08,19
192337,D9,D3,9F,13,8A,64,06,19
192348,FE,D4,9F,53,8A,64,FC,18
192358,FC,D5,7F,53,8A,64,E8,18
192368,98,D6,7F,53,8A,64,E6,18
192378,8D,D7,7F,53,8A,64,E6,18
192388,08,D8,7F,93,8A,64,F6,18
192398,F4,D9,7F,93,8A,64,08,19
192408,3B,DA,7F,93,8A,64,10,19
192418,EA,DB,7F,93,8A,64,12,19
192428,64,DC,7F,93,8A,64,0A,19
192438,07,DD,7F,93,8A,64,02,19
192448,D9,DE,7F,93,8A,64,08,19
192457,89,DF,7F,D3,8A,64,FC,18
192468,FD,D0,7F,D3,8A,64,FE,18
192478,31,D1,7F,D3,8A,64,04,19
192488,B1,D2,7F,D3,8A,64,0E,19
192498,EA,D3,7F,D3,8A,64,10,19
192508,CA,D4,7F,D3,8A,64,0A,19
192518,14,D5,7F,D3,8A,64,14,19
192528,CE,D6,7F,13,8B,64,14,19
192538,AB,D7,7F,13,8B,64,1C,19
192548,95,D8,7F,13,8B,64,1E,19
192558,C3,D9,7F,13,8B,64,18,19
192568,58,DA,7F,13,8B,64,0E,19
192577,AD,DB,7F,13,8B,64,0A,19
192588,AF,DC,7F,13,8B,64,08,19
192598,08,DD,7F,13,8B,64,16,19
192607,32,DE,5F,13,8B,64,24,19
192618,EC,DF,5F,53,8B,64,2E,19
192628,30,D0,5F,53,8B,64,30,19
192637,56,D1,5F,53,8B,64,32,19
192648,7E,D2,5F,53,8B,64,24,19
192657,12,D3,5F,53,8B,64,0E,19
192668,2E,D4,5F,53,8B,64,16,19
192678,28,D5,5F,53,8B,64,1C,19
192688,0B,D6,5F,53,8B,64,2E,19
192698,AA,D7,5F,53,8B,64,30,19
192708,B0,D8,5F,53,8B,64,34,19
192718,B2,D9,5F,53,8B,64,3C,19
192728,F1,DA,5F,53,8B,64,3E,19
192738,17,DB,5F,93,8B,64,34,19
192748,99,DC,5F,93,8B,64,2C,19
192758,8A,DD,5F,93,8B,64,2C,19
192768,24,DE,5F,93,8B,64,2E,19
192778,27,DF,5F,93,8B,64,34,19
192788,4F,D0,5F,93,8B,64,34,19
192798,29,D1,5F,93,8B,64,36,19
192808,91,D2,5F,93,8B,64,38,19
192818,62,D3,5F,93,8B,64,3A,19
192828,CE,D4,5F,93,8B,64,3A,19
192838,12,D5,5F,93,8B,64,46,19
192848,76,D6,5F,93,8B,64,48,19
192858,88,D7,7F,93,8B,64,40,19
192868,6C,D8,7F,93,8B,64,34,19
192878,07,D9,7F,D3,8B,64,32,19
192888,44,DA,7F,D3,8B,64,30,19
192898,95,DB,7F,D3,8B,64,32,19
192908,FB,DC,7F,D3,8B,64,3A,19
192918,2E,DD,7F,D3,8B,64,4E,19
192928,1F,DE,7F,D3,8B,64,64,19
192938,8C,DF,7F,D3,8B,64,66,19
192948,D3,D0,7F,D3,8B,64,52,19
192958,DB,D1,7F,D3,8B,64,38,19
192968,37,D2,7F,D3,8B,64,38,19
192977,FC,D3,7F,D3,8B,64,3E,19
192988,B2,D4,7F,D3,8B,64,4C,19
192998,00,D5,7F,D3,8B,64,58,19
193007,77,D6,7F,D3,8B,64,64,19
193018,2A,D7,7F,D3,8B,64,68,19
193028,78,D8,7F,D3,8B,64,60,19
193038,0A,D9,7F,D3,8B,64,60,19
193048,36,DA,7F,D3,8B,64,5A,19
193058,23,DB,7F,D3,8B,64,4E,19
193078,2E,DD,7F,D3,8B,64,4E,19
