frame,time,id,len,b0,b1,b2,b3,b4,b5,b6,b7
16536,108211,0x0A8,8,AC,D8,BF,09,77,64,00,00
16536,108211,0x0A8,8,AC,D8,BF,09,77,64,00,00
16537,108216,0x0AD,8,E3,E3,BF,FF,00,14,00,00
16537,108217,0x0AD,8,E3,E3,BF,FF,00,14,00,00
16538,108217,0x0AE,8,31,03,00,00,FF,00,00,02
16538,108217,0x0AE,8,31,03,00,00,FF,00,00,02
16539,108220,0x0AF,4,83,75,00,00,00,00,00,00
16539,108220,0x0AF,4,83,75,00,00,00,00,00,00
16540,108221,0x0A7,8,9C,C9,9D,76,FD,69,A7,1D
16540,108221,0x0A7,8,9C,C9,9D,76,FD,69,A7,1D
16541,108221,0x0A8,8,DE,D9,BF,09,77,64,00,00
16541,108221,0x0A8,8,DE,D9,BF,09,77,64,00,00
16542,108227,0x0AD,8,41,E4,BF,FF,00,14,00,00
16542,108227,0x0AD,8,41,E4,BF,FF,00,14,00,00
16543,108227,0x0AE,8,3F,04,00,00,FF,00,00,02
16543,108227,0x0AE,8,3F,04,00,00,FF,00,00,02
16544,108230,0x0A8,8,81,DA,BF,09,77,64,00,00
16544,108230,0x0A8,8,81,DA,BF,09,77,64,00,00
16545,108231,0x0AF,4,83,76,30,01,77,64,00,00
16545,108231,0x0AF,4,83,76,30,01,77,64,00,00
16546,108231,0x0A7,8,9A,CA,9D,76,FD,69,A7,1D
16546,108231,0x0A7,8,9A,CA,9D,76,FD,69,A7,1D
16547,108237,0x0AD,8,74,E5,BF,FF,00,14,00,00
16547,108237,0x0AD,8,74,E5,BF,FF,00,14,00,00
16548,108237,0x0AE,8,C4,05,00,00,FF,00,00,02
16548,108237,0x0AE,8,C4,05,00,00,FF,00,00,02
16549,108240,0x0A8,8,4C,DB,BF,09,77,64,00,00
16549,108240,0x0A8,8,4C,DB,BF,09,77,64,00,00
16550,108241,0x0A7,8,F4,CB,9D,76,FD,69,A7,1D
16550,108241,0x0A7,8,F4,CB,9D,76,FD,69,A7,1D
16551,108241,0x0AF,4,83,77,30,01,FD,69,A7,1D
16551,108241,0x0AF,4,83,77,30,01,FD,69,A7,1D
16552,108247,0x0AD,8,6A,E6,BF,FF,00,14,00,00
16552,108247,0x0AD,8,6A,E6,BF,FF,00,14,00,00
16553,108247,0x0AE,8,9F,06,00,00,FF,00,00,02
16553,108247,0x0AE,8,9F,06,00,00,FF,00,00,02
16554,108251,0x0A8,8,52,DC,BF,09,77,64,00,00
16554,108251,0x0A8,8,52,DC,BF,09,77,64,00,00
16555,108251,0x0A7,8,4B,CC,9D,76,FD,69,A7,1D
16555,108251,0x0A7,8,4B,CC,9D,76,FD,69,A7,1D
16556,108251,0x0AF,4,83,78,00,00,FD,69,A7,1D
16556,108251,0x0AF,4,83,78,00,00,FD,69,A7,1D
16557,108257,0x0AD,8,35,E7,BF,FF,00,14,00,00
16557,108257,0x0AD,8,35,E7,BF,FF,00,14,00,00
16558,108257,0x0AE,8,0D,07,00,00,FF,00,00,02
16558,108257,0x0AE,8,0D,07,00,00,FF,00,00,02
16559,108261,0x0A8,8,41,DD,BF,09,77,64,00,00
16559,108261,0x0A8,8,41,DD,BF,09,77,64,00,00
16560,108261,0x0A7,8,BB,CD,9D,76,FD,69,A7,1D
16560,108261,0x0A7,8,BB,CD,9D,76,FD,69,A7,1D
16561,108261,0x0AF,4,83,79,00,00,FD,69,A7,1D
16561,108261,0x0AF,4,83,79,00,00,FD,69,A7,1D
16562,108267,0x0AD,8,A2,E8,BF,FF,00,14,00,00
16562,108267,0x0AD,8,A2,E8,BF,FF,00,14,00,00
16563,108267,0x0AE,8,7A,08,00,00,FF,00,00,02
16563,108267,0x0AE,8,7A,08,00,00,FF,00,00,02
16564,108271,0x0A7,8,30,CE,9D,76,FD,69,A7,1D
16564,108271,0x0A7,8,30,CE,9D,76,FD,69,A7,1D
16565,108271,0x0A8,8,F3,DE,BF,09,77,64,00,00
16565,108271,0x0A8,8,F3,DE,BF,09,77,64,00,00
16566,108271,0x0AF,4,83,7A,00,00,30,78,7E,FE
16566,108271,0x0AF,4,83,7A,00,00,30,78,7E,FE
16567,108277,0x0AD,8,A6,E9,BF,FF,00,14,00,00
16567,108277,0x0AD,8,A6,E9,BF,FF,00,14,00,00
16568,108277,0x0AE,8,92,09,00,00,FF,00,00,02
16568,108277,0x0AE,8,92,09,00,00,FF,00,00,02
16569,108281,0x0A8,8,7C,DF,BF,09,77,64,00,00
16569,108281,0x0A8,8,7C,DF,BF,09,77,64,00,00
16570,108281,0x0A7,8,EE,CF,9D,76,FD,69,A7,1D
16570,108281,0x0A7,8,EE,CF,9D,76,FD,69,A7,1D
16571,108282,0x0AF,4,83,7B,00,00,00,00,00,00
16571,108282,0x0AF,4,83,7B,00,00,00,00,00,00
16572,108287,0x0AD,8,F7,EA,BF,FF,00,14,00,00
16572,108287,0x0AD,8,F7,EA,BF,FF,00,14,00,00
16573,108287,0x0AE,8,EE,0A,00,00,FF,00,00,02
16573,108287,0x0AE,8,EE,0A,00,00,FF,00,00,02
16574,108291,0x0A7,8,27,C0,9D,76,FD,69,A7,1D
16574,108291,0x0A7,8,27,C0,9D,76,FD,69,A7,1D
16575,108291,0x0A8,8,14,D0,BF,09,77,64,00,00
16575,108291,0x0A8,8,14,D0,BF,09,77,64,00,00
16576,108292,0x0AF,4,83,7C,03,01,00,00,00,00
16576,108292,0x0AF,4,83,7C,03,01,00,00,00,00
16577,108297,0x0AD,8,42,EB,BF,FF,00,14,00,00
16577,108297,0x0AD,8,42,EB,BF,FF,00,14,00,00
16578,108297,0x0AE,8,4C,0B,00,00,FF,00,00,02
16578,108297,0x0AE,8,4C,0B,00,00,FF,00,00,02
16579,108301,0x0A7,8,AF,C1,9D,76,FD,69,A7,1D
16579,108301,0x0A7,8,AF,C1,9D,76,FD,69,A7,1D
16580,108301,0x0A8,8,6E,D1,BF,09,77,64,00,00
16580,108301,0x0A8,8,6E,D1,BF,09,77,64,00,00
16581,108302,0x0AF,4,83,7D,03,01,00,00,00,00
16581,108302,0x0AF,4,83,7D,03,01,00,00,00,00
16582,108307,0x0AD,8,2F,EC,BF,FF,00,14,00,00
16582,108307,0x0AD,8,2F,EC,BF,FF,00,14,00,00
16583,108307,0x0AE,8,F4,0C,00,00,FF,00,00,02
16583,108307,0x0AE,8,F4,0C,00,00,FF,00,00,02
16584,108311,0x0A7,8,DB,C2,9D,76,FD,69,A7,1D
16584,108311,0x0A7,8,DB,C2,9D,76,FD,69,A7,1D
16585,108311,0x0A8,8,82,D2,BF,09,77,64,00,00
16585,108311,0x0A8,8,82,D2,BF,09,77,64,00,00
16586,108312,0x0AF,4,83,7E,00,00,00,00,00,00
16586,108312,0x0AF,4,83,7E,00,00,00,00,00,00
16587,108317,0x0AD,8,5E,ED,BF,FF,00,14,00,00
16587,108317,0x0AD,8,5E,ED,BF,FF,00,14,00,00
16588,108317,0x0AE,8,97,0D,00,00,FF,00,00,02
16588,108317,0x0AE,8,97,0D,00,00,FF,00,00,02
16589,108321,0x0A8,8,6D,D3,BF,09,77,64,00,00
16589,108321,0x0A8,8,6D,D3,BF,09,77,64,00,00
16590,108321,0x0A7,8,5A,C3,9D,76,FD,69,A7,1D
16590,108321,0x0A7,8,5A,C3,9D,76,FD,69,A7,1D
16591,108323,0x0AF,4,83,7F,00,00,00,00,00,00
16591,108323,0x0AF,4,83,7F,00,00,00,00,00,00
16592,108327,0x0AD,8,84,EE,BF,FF,00,14,00,00
16592,108327,0x0AD,8,84,EE,BF,FF,00,14,00,00
16593,108327,0x0AE,8,AF,0E,00,00,FF,00,00,02
16593,108327,0x0AE,8,AF,0E,00,00,FF,00,00,02
16594,108331,0x0A8,8,C1,D4,BF,09,77,64,00,00
16594,108331,0x0A8,8,C1,D4,BF,09,77,64,00,00
16595,108331,0x0A7,8,60,C4,9D,76,FD,69,A7,1D
16595,108331,0x0A7,8,60,C4,9D,76,FD,69,A7,1D
16596,108333,0x0AF,4,83,70,FC,01,00,00,00,00
16596,108333,0x0AF,4,83,70,FC,01,00,00,00,00
16597,108337,0x0AD,8,D5,EF,BF,FF,00,14,00,00
16597,108337,0x0AD,8,D5,EF,BF,FF,00,14,00,00
16598,108337,0x0AE,8,4D,0F,00,00,FF,00,00,02
16598,108337,0x0AE,8,4D,0F,00,00,FF,00,00,02
16599,108341,0x0A8,8,AB,D5,BF,09,77,64,00,00
16599,108341,0x0A8,8,AB,D5,BF,09,77,64,00,00
16600,108341,0x0A7,8,1B,C5,9D,76,FD,69,A7,1D
16600,108341,0x0A7,8,1B,C5,9D,76,FD,69,A7,1D
16601,108343,0x0AF,4,83,71,FC,01,00,00,00,00
16601,108343,0x0AF,4,83,71,FC,01,00,00,00,00
16602,108347,0x0AD,8,48,E0,BF,FF,00,14,00,00
16602,108347,0x0AD,8,48,E0,BF,FF,00,14,00,00
16603,108347,0x0AE,8,FA,00,00,00,FF,00,00,02
16603,108347,0x0AE,8,FA,00,00,00,FF,00,00,02
16604,108351,0x0A8,8,9B,D6,BF,09,77,64,00,00
16604,108351,0x0A8,8,9B,D6,BF,09,77,64,00,00
16605,108351,0x0A7,8,88,C6,9D,76,FD,69,A7,1D
16605,108351,0x0A7,8,88,C6,9D,76,FD,69,A7,1D
16606,108353,0x0AF,4,83,72,00,00,E6,00,02,00
16606,108353,0x0AF,4,83,72,00,00,E6,00,02,00
16607,108357,0x0AD,8,86,E1,BF,FF,00,14,00,00
16607,108357,0x0AD,8,86,E1,BF,FF,00,14,00,00
16608,108357,0x0AE,8,15,01,00,00,FF,00,00,02
16608,108357,0x0AE,8,15,01,00,00,FF,00,00,02
16609,108360,0x0A7,8,01,C7,9D,76,FD,69,A7,1D
16609,108360,0x0A7,8,01,C7,9D,76,FD,69,A7,1D
16610,108361,0x0A8,8,8E,D7,BF,09,77,64,00,00
16610,108361,0x0A8,8,8E,D7,BF,09,77,64,00,00
16611,108363,0x0AF,4,83,73,00,00,00,00,00,00
16611,108363,0x0AF,4,83,73,00,00,00,00,00,00
16612,108367,0x0AD,8,62,E2,BF,FF,00,14,00,00
16612,108367,0x0AD,8,62,E2,BF,FF,00,14,00,00
16613,108367,0x0AE,8,14,02,00,00,FF,00,00,02
16613,108367,0x0AE,8,14,02,00,00,FF,00,00,02
16614,108371,0x0A7,8,4C,C8,9D,76,FD,69,A7,1D
16614,108371,0x0A7,8,4C,C8,9D,76,FD,69,A7,1D
16615,108371,0x0A8,8,AC,D8,BF,09,77,64,00,00
16615,108371,0x0A8,8,AC,D8,BF,09,77,64,00,00
16616,108374,0x0AF,4,83,74,32,01,00,00,00,FF
16616,108374,0x0AF,4,83,74,32,01,00,00,00,FF
16617,108377,0x0AD,8,E3,E3,BF,FF,00,14,00,00
16617,108377,0x0AD,8,E3,E3,BF,FF,00,14,00,00
16618,108377,0x0AE,8,31,03,00,00,FF,00,00,02
16618,108377,0x0AE,8,31,03,00,00,FF,00,00,02
16619,108381,0x0A8,8,DE,D9,BF,09,77,64,00,00
16619,108381,0x0A8,8,DE,D9,BF,09,77,64,00,00
16620,108381,0x0A7,8,9C,C9,9D,76,FD,69,A7,1D
16620,108381,0x0A7,8,9C,C9,9D,76,FD,69,A7,1D
16621,108384,0x0AF,4,83,75,32,01,07,10,01,8D
16621,108384,0x0AF,4,83,75,32,01,07,10,01,8D
16622,108387,0x0AD,8,41,E4,BF,FF,00,14,00,00
16622,108387,0x0AD,8,41,E4,BF,FF,00,14,00,00
16623,108387,0x0AE,8,3F,04,00,00,FF,00,00,02
16623,108387,0x0AE,8,3F,04,00,00,FF,00,00,02
16624,108391,0x0A7,8,9A,CA,9D,76,FD,69,A7,1D
16624,108403,0x0A7,8,9A,CA,9D,76,FD,69,A7,1D
16625,108403,0x0A8,8,81,DA,BF,09,77,64,00,00
16625,108403,0x0A8,8,81,DA,BF,09,77,64,00,00
16626,108404,0x0AF,4,83,77,00,00,00,00,00,00
16626,108404,0x0AF,4,83,77,00,00,00,00,00,00
16627,108407,0x0AD,8,6A,E6,BF,FF,00,14,00,00
16627,108407,0x0AD,8,6A,E6,BF,FF,00,14,00,00
16628,108407,0x0AE,8,9F,06,00,00,FF,00,00,02
16628,108407,0x0AE,8,9F,06,00,00,FF,00,00,02
16629,108411,0x0A7,8,4B,CC,9D,76,FD,69,A7,1D
16629,108411,0x0A7,8,4B,CC,9D,76,FD,69,A7,1D
16630,108411,0x0A8,8,52,DC,BF,09,77,64,00,00
16630,108411,0x0A8,8,52,DC,BF,09,77,64,00,00
16631,108415,0x0AF,4,83,78,00,00,00,00,00,FF
16631,108415,0x0AF,4,83,78,00,00,00,00,00,FF
16632,108417,0x0AD,8,35,E7,BF,FF,00,14,00,00
16632,108417,0x0AD,8,35,E7,BF,FF,00,14,00,00
16633,108417,0x0AE,8,0D,07,00,00,FF,00,00,02
16633,108417,0x0AE,8,0D,07,00,00,FF,00,00,02
16634,108421,0x0A8,8,41,DD,BF,09,77,64,00,00
16634,108421,0x0A8,8,41,DD,BF,09,77,64,00,00
16635,108421,0x0A7,8,BB,CD,9D,76,FD,69,A7,1D
16635,108421,0x0A7,8,BB,CD,9D,76,FD,69,A7,1D
16636,108425,0x0AF,4,83,79,00,00,00,00,00,00
16636,108425,0x0AF,4,83,79,00,00,00,00,00,00
16637,108427,0x0AD,8,A2,E8,BF,FF,00,14,00,00
16637,108427,0x0AD,8,A2,E8,BF,FF,00,14,00,00
16638,108427,0x0AE,8,7A,08,00,00,FF,00,00,02
16638,108427,0x0AE,8,7A,08,00,00,FF,00,00,02
16639,108431,0x0A8,8,F3,DE,BF,09,77,64,00,00
16639,108431,0x0A8,8,F3,DE,BF,09,77,64,00,00
16640,108431,0x0A7,8,30,CE,9D,76,FD,69,A7,1D
16640,108431,0x0A7,8,30,CE,9D,76,FD,69,A7,1D
16641,108435,0x0AF,4,83,7A,02,01,FE,00,00,04
16641,108435,0x0AF,4,83,7A,02,01,FE,00,00,04
16642,108437,0x0AD,8,A6,E9,BF,FF,00,14,00,00
16642,108437,0x0AD,8,A6,E9,BF,FF,00,14,00,00
16643,108437,0x0AE,8,92,09,00,00,FF,00,00,02
16643,108437,0x0AE,8,92,09,00,00,FF,00,00,02
16644,108441,0x0A8,8,7C,DF,BF,09,77,64,00,00
16644,108441,0x0A8,8,7C,DF,BF,09,77,64,00,00
16645,108441,0x0A7,8,EE,CF,9D,76,FD,69,A7,1D
16645,108441,0x0A7,8,EE,CF,9D,76,FD,69,A7,1D
16646,108445,0x0AF,4,83,7B,02,01,00,00,00,00
16646,108445,0x0AF,4,83,7B,02,01,00,00,00,00
16647,108447,0x0AD,8,F7,EA,BF,FF,00,14,00,00
16647,108447,0x0AD,8,F7,EA,BF,FF,00,14,00,00
16648,108447,0x0AE,8,EE,0A,00,00,FF,00,00,02
16648,108447,0x0AE,8,EE,0A,00,00,FF,00,00,02
16649,108451,0x0A8,8,14,D0,BF,09,77,64,00,00
16649,108451,0x0A8,8,14,D0,BF,09,77,64,00,00
16650,108451,0x0A7,8,27,C0,9D,76,FD,69,A7,1D
16650,108451,0x0A7,8,27,C0,9D,76,FD,69,A7,1D
16651,108456,0x0AF,4,83,7C,00,00,00,00,00,00
16651,108456,0x0AF,4,83,7C,00,00,00,00,00,00
16652,108457,0x0AD,8,42,EB,BF,FF,00,14,00,00
16652,108457,0x0AD,8,42,EB,BF,FF,00,14,00,00
16653,108457,0x0AE,8,4C,0B,00,00,FF,00,00,02
16653,108457,0x0AE,8,4C,0B,00,00,FF,00,00,02
16654,108461,0x0A7,8,AF,C1,9D,76,FD,69,A7,1D
16654,108461,0x0A7,8,AF,C1,9D,76,FD,69,A7,1D
16655,108461,0x0A8,8,6E,D1,BF,09,77,64,00,00
16655,108461,0x0A8,8,6E,D1,BF,09,77,64,00,00
16656,108466,0x0AF,4,83,7D,00,00,1C,06,00,00
16656,108466,0x0AF,4,83,7D,00,00,1C,06,00,00
16657,108467,0x0AD,8,2F,EC,BF,FF,00,14,00,00
16657,108467,0x0AD,8,2F,EC,BF,FF,00,14,00,00
16658,108467,0x0AE,8,F4,0C,00,00,FF,00,00,02
16658,108467,0x0AE,8,F4,0C,00,00,FF,00,00,02
16659,108470,0x0A8,8,82,D2,BF,09,77,64,00,00
16659,108470,0x0A8,8,82,D2,BF,09,77,64,00,00
16660,108471,0x0A7,8,DB,C2,9D,76,FD,69,A7,1D
16660,108471,0x0A7,8,DB,C2,9D,76,FD,69,A7,1D
16661,108476,0x0AF,4,83,7E,FD,01,00,00,00,00
16661,108476,0x0AF,4,83,7E,FD,01,00,00,00,00
16662,108477,0x0AD,8,5E,ED,BF,FF,00,14,00,00
16662,108477,0x0AD,8,5E,ED,BF,FF,00,14,00,00
16663,108477,0x0AE,8,97,0D,00,00,FF,00,00,02
16663,108477,0x0AE,8,97,0D,00,00,FF,00,00,02
16664,108481,0x0A8,8,6D,D3,BF,09,77,64,00,00
16664,108481,0x0A8,8,6D,D3,BF,09,77,64,00,00
16665,108481,0x0A7,8,5A,C3,9D,76,FD,69,A7,1D
16665,108481,0x0A7,8,5A,C3,9D,76,FD,69,A7,1D
16666,108486,0x0AF,4,83,7F,FD,01,00,00,00,00
16666,108486,0x0AF,4,83,7F,FD,01,00,00,00,00
16667,108487,0x0AD,8,84,EE,BF,FF,00,14,00,00
16667,108487,0x0AD,8,84,EE,BF,FF,00,14,00,00
16668,108487,0x0AE,8,AF,0E,00,00,FF,00,00,02
16668,108487,0x0AE,8,AF,0E,00,00,FF,00,00,02
16669,108491,0x0A7,8,60,C4,9D,76,FD,69,A7,1D
16669,108491,0x0A7,8,60,C4,9D,76,FD,69,A7,1D
16670,108491,0x0A8,8,C1,D4,BF,09,77,64,00,00
16670,108491,0x0A8,8,C1,D4,BF,09,77,64,00,00
16671,108496,0x0AF,4,83,70,00,00,00,00,00,00
16671,108496,0x0AF,4,83,70,00,00,00,00,00,00
16672,108497,0x0AD,8,D5,EF,BF,FF,00,14,00,00
16672,108497,0x0AD,8,D5,EF,BF,FF,00,14,00,00
16673,108497,0x0AE,8,4D,0F,00,00,FF,00,00,02
16673,108497,0x0AE,8,4D,0F,00,00,FF,00,00,02
16674,108501,0x0A7,8,1B,C5,9D,76,FD,69,A7,1D
16674,108501,0x0A7,8,1B,C5,9D,76,FD,69,A7,1D
16675,108501,0x0A8,8,AB,D5,BF,09,77,64,00,00
16675,108501,0x0A8,8,AB,D5,BF,09,77,64,00,00
16676,108507,0x0AD,8,48,E0,BF,FF,00,14,00,00
16676,108507,0x0AD,8,48,E0,BF,FF,00,14,00,00
16677,108507,0x0AE,8,FA,00,00,00,FF,00,00,02
16677,108507,0x0AE,8,FA,00,00,00,FF,00,00,02
16678,108507,0x0AF,4,83,71,00,00,FF,00,00,02
16678,108507,0x0AF,4,83,71,00,00,FF,00,00,02
16679,108511,0x0A7,8,88,C6,9D,76,FD,69,A7,1D
16679,108511,0x0A7,8,88,C6,9D,76,FD,69,A7,1D
16680,108511,0x0A8,8,9B,D6,BF,09,77,64,00,00
16680,108511,0x0A8,8,9B,D6,BF,09,77,64,00,00
16681,108517,0x0AD,8,86,E1,BF,FF,00,14,00,00
16681,108517,0x0AD,8,86,E1,BF,FF,00,14,00,00
16682,108517,0x0AE,8,15,01,00,00,FF,00,00,02
16682,108517,0x0AE,8,15,01,00,00,FF,00,00,02
16683,108517,0x0AF,4,83,72,33,01,FF,00,00,02
16683,108517,0x0AF,4,83,72,33,01,FF,00,00,02
16684,108521,0x0A7,8,01,C7,9D,76,FD,69,A7,1D
16684,108521,0x0A7,8,01,C7,9D,76,FD,69,A7,1D
16685,108521,0x0A8,8,8E,D7,BF,09,77,64,00,00
16685,108521,0x0A8,8,8E,D7,BF,09,77,64,00,00
16686,108527,0x0AD,8,62,E2,BF,FF,00,14,00,00
16686,108527,0x0AD,8,62,E2,BF,FF,00,14,00,00
16687,108527,0x0AE,8,14,02,00,00,FF,00,00,02
16687,108527,0x0AE,8,14,02,00,00,FF,00,00,02
16688,108527,0x0AF,4,83,73,33,01,FF,00,00,02
16688,108527,0x0AF,4,83,73,33,01,FF,00,00,02
16689,108531,0x0A8,8,AC,D8,BF,09,77,64,00,00
16689,108531,0x0A8,8,AC,D8,BF,09,77,64,00,00
16690,108531,0x0A7,8,4C,C8,9D,76,FD,69,A7,1D
16690,108531,0x0A7,8,4C,C8,9D,76,FD,69,A7,1D
16691,108537,0x0AD,8,E3,E3,BF,FF,00,14,00,00
16691,108537,0x0AD,8,E3,E3,BF,FF,00,14,00,00
16692,108537,0x0AE,8,31,03,00,00,FF,00,00,02
16692,108537,0x0AE,8,31,03,00,00,FF,00,00,02
16693,108537,0x0AF,4,83,74,00,00,00,00,00,00
16693,108537,0x0AF,4,83,74,00,00,00,00,00,00
16694,108541,0x0A8,8,DE,D9,BF,09,77,64,00,00
16694,108541,0x0A8,8,DE,D9,BF,09,77,64,00,00
16695,108541,0x0A7,8,9C,C9,9D,76,FD,69,A7,1D
16695,108541,0x0A7,8,9C,C9,9D,76,FD,69,A7,1D
16696,108547,0x0AD,8,41,E4,BF,FF,00,14,00,00
16696,108547,0x0AD,8,41,E4,BF,FF,00,14,00,00
16697,108547,0x0AE,8,3F,04,00,00,FF,00,00,02
16697,108547,0x0AE,8,3F,04,00,00,FF,00,00,02
16698,108548,0x0AF,4,83,75,00,00,00,00,00,00
16698,108548,0x0AF,4,83,75,00,00,00,00,00,00
16699,108551,0x0A8,8,81,DA,BF,09,77,64,00,00
16699,108551,0x0A8,8,81,DA,BF,09,77,64,00,00
16700,108551,0x0A7,8,9A,CA,9D,76,FD,69,A7,1D
16700,108551,0x0A7,8,9A,CA,9D,76,FD,69,A7,1D
16701,108557,0x0AD,8,74,E5,BF,FF,00,14,00,00
16701,108557,0x0AD,8,74,E5,BF,FF,00,14,00,00
16702,108557,0x0AE,8,C4,05,00,00,FF,00,00,02
16702,108557,0x0AE,8,C4,05,00,00,FF,00,00,02
16703,108558,0x0AF,4,83,76,00,00,00,00,00,00
16703,108558,0x0AF,4,83,76,00,00,00,00,00,00
16704,108560,0x0A8,8,4C,DB,BF,09,77,64,00,00
16704,108560,0x0A8,8,4C,DB,BF,09,77,64,00,00
16705,108561,0x0A7,8,F4,CB,9D,76,FD,69,A7,1D
16705,108561,0x0A7,8,F4,CB,9D,76,FD,69,A7,1D
16706,108567,0x0AD,8,6A,E6,BF,FF,00,14,00,00
16706,108567,0x0AD,8,6A,E6,BF,FF,00,14,00,00
16707,108567,0x0AE,8,9F,06,00,00,FF,00,00,02
16707,108567,0x0AE,8,9F,06,00,00,FF,00,00,02
16708,108568,0x0AF,4,83,77,42,01,00,00,00,00
16708,108568,0x0AF,4,83,77,42,01,00,00,00,00
16709,108571,0x0A7,8,4B,CC,9D,76,FD,69,A7,1D
16709,108571,0x0A7,8,4B,CC,9D,76,FD,69,A7,1D
16710,108571,0x0A8,8,52,DC,BF,09,77,64,00,00
16710,108571,0x0A8,8,52,DC,BF,09,77,64,00,00
16711,108577,0x0AD,8,35,E7,BF,FF,00,14,00,00
16711,108577,0x0AD,8,35,E7,BF,FF,00,14,00,00
16712,108577,0x0AE,8,0D,07,00,00,FF,00,00,02
16712,108577,0x0AE,8,0D,07,00,00,FF,00,00,02
16713,108578,0x0AF,4,83,78,42,01,00,00,00,00
16713,108578,0x0AF,4,83,78,42,01,00,00,00,00
16714,108581,0x0A8,8,41,DD,BF,09,77,64,00,00
16714,108581,0x0A8,8,41,DD,BF,09,77,64,00,00
16715,108581,0x0A7,8,BB,CD,9D,76,FD,69,A7,1D
16715,108581,0x0A7,8,BB,CD,9D,76,FD,69,A7,1D
16716,108587,0x0AD,8,A2,E8,BF,FF,00,14,00,00
16716,108587,0x0AD,8,A2,E8,BF,FF,00,14,00,00
16717,108587,0x0AE,8,7A,08,00,00,FF,00,00,02
16717,108587,0x0AE,8,7A,08,00,00,FF,00,00,02
16718,108589,0x0AF,4,83,79,00,00,00,00,00,00
16718,108589,0x0AF,4,83,79,00,00,00,00,00,00
16719,108591,0x0A7,8,30,CE,9D,76,FD,69,A7,1D
16719,108591,0x0A7,8,30,CE,9D,76,FD,69,A7,1D
16720,108591,0x0A8,8,F3,DE,BF,09,77,64,00,00
16720,108591,0x0A8,8,F3,DE,BF,09,77,64,00,00
16721,108597,0x0AD,8,A6,E9,BF,FF,00,14,00,00
16721,108597,0x0AD,8,A6,E9,BF,FF,00,14,00,00
16722,108597,0x0AE,8,92,09,00,00,FF,00,00,02
16722,108597,0x0AE,8,92,09,00,00,FF,00,00,02
16723,108599,0x0AF,4,83,7A,00,00,01,00,00,00
16723,108599,0x0AF,4,83,7A,00,00,01,00,00,00
16724,108601,0x0A8,8,7C,DF,BF,09,77,64,00,00
16724,108601,0x0A8,8,7C,DF,BF,09,77,64,00,00
16725,108601,0x0A7,8,EE,CF,9D,76,FD,69,A7,1D
16725,108601,0x0A7,8,EE,CF,9D,76,FD,69,A7,1D
16726,108607,0x0AD,8,F7,EA,BF,FF,00,14,00,00
16726,108607,0x0AD,8,F7,EA,BF,FF,00,14,00,00
16727,108607,0x0AE,8,EE,0A,00,00,FF,00,00,02
16727,108607,0x0AE,8,EE,0A,00,00,FF,00,00,02
16728,108609,0x0AF,4,83,7B,BD,01,00,00,00,00
16728,108609,0x0AF,4,83,7B,BD,01,00,00,00,00
16729,108611,0x0A7,8,27,C0,9D,76,FD,69,A7,1D
16729,108611,0x0A7,8,27,C0,9D,76,FD,69,A7,1D
16730,108611,0x0A8,8,14,D0,BF,09,77,64,00,00
16730,108611,0x0A8,8,14,D0,BF,09,77,64,00,00
16731,108617,0x0AD,8,42,EB,BF,FF,00,14,00,00
16731,108617,0x0AD,8,42,EB,BF,FF,00,14,00,00
16732,108617,0x0AE,8,4C,0B,00,00,FF,00,00,02
16732,108617,0x0AE,8,4C,0B,00,00,FF,00,00,02
16733,108619,0x0AF,4,83,7C,BD,01,00,00,00,00
16733,108619,0x0AF,4,83,7C,BD,01,00,00,00,00
16734,108621,0x0A8,8,6E,D1,BF,09,77,64,00,00
16734,108621,0x0A8,8,6E,D1,BF,09,77,64,00,00
16735,108621,0x0A7,8,AF,C1,9D,76,FD,69,A7,1D
16735,108621,0x0A7,8,AF,C1,9D,76,FD,69,A7,1D
16736,108627,0x0AD,8,2F,EC,BF,FF,00,14,00,00
16736,108627,0x0AD,8,2F,EC,BF,FF,00,14,00,00
16737,108627,0x0AE,8,F4,0C,00,00,FF,00,00,02
16737,108627,0x0AE,8,F4,0C,00,00,FF,00,00,02
16738,108630,0x0AF,4,83,7D,00,00,00,00,00,00
16738,108630,0x0AF,4,83,7D,00,00,00,00,00,00
16739,108631,0x0A8,8,82,D2,BF,09,77,64,00,00
16739,108631,0x0A8,8,82,D2,BF,09,77,64,00,00
16740,108631,0x0A7,8,DB,C2,9D,76,FD,69,A7,1D
16740,108631,0x0A7,8,DB,C2,9D,76,FD,69,A7,1D
16741,108637,0x0AD,8,5E,ED,BF,FF,00,14,00,00
16741,108637,0x0AD,8,5E,ED,BF,FF,00,14,00,00
16742,108637,0x0AE,8,97,0D,00,00,FF,00,00,02
16742,108637,0x0AE,8,97,0D,00,00,FF,00,00,02
16743,108640,0x0AF,4,83,7E,00,00,00,00,00,00
16743,108640,0x0AF,4,83,7E,00,00,00,00,00,00
16744,108640,0x0A8,8,6D,D3,BF,09,77,64,00,00
16744,108640,0x0A8,8,6D,D3,BF,09,77,64,00,00
16745,108641,0x0A7,8,5A,C3,9D,76,FD,69,A7,1D
16745,108641,0x0A7,8,5A,C3,9D,76,FD,69,A7,1D
16746,108647,0x0AD,8,84,EE,BF,FF,00,14,00,00
16746,108647,0x0AD,8,84,EE,BF,FF,00,14,00,00
16747,108647,0x0AE,8,AF,0E,00,00,FF,00,00,02
