frame,time,id,len,b0,b1,b2,b3,b4,b5,b6,b7
672,30291,0x0AF,4,83,72,00,00,40,3F,00,00
673,30293,0x0AD,8,A6,E9,BF,FF,00,14,00,00
673,30293,0x0AD,8,A6,E9,BF,FF,00,14,00,00
674,30293,0x0AE,8,C1,09,00,00,A9,00,00,02
674,30293,0x0AE,8,C1,09,00,00,A9,00,00,02
675,30297,0x0A7,8,2A,E9,BF,FF,FE,FB,EF,9F
675,30297,0x0A7,8,2A,E9,BF,FF,FE,FB,EF,9F
676,30297,0x0A8,8,22,E9,DF,BF,FF,00,00,00
676,30297,0x0A8,8,22,E9,DF,BF,FF,00,00,00
677,30301,0x0AF,4,83,73,00,00,00,00,00,00
677,30302,0x0AF,4,83,73,00,00,00,00,00,00
678,30303,0x0AD,8,F7,EA,BF,FF,00,14,00,00
678,30303,0x0AD,8,F7,EA,BF,FF,00,14,00,00
679,30303,0x0AE,8,65,0A,00,00,AA,00,00,02
679,30303,0x0AE,8,65,0A,00,00,AA,00,00,02
680,30307,0x0A7,8,2C,EA,BF,FF,FE,FB,EF,9F
680,30307,0x0A7,8,2C,EA,BF,FF,FE,FB,EF,9F
681,30307,0x0A8,8,7D,EA,DF,BF,FF,00,00,00
681,30307,0x0A8,8,7D,EA,DF,BF,FF,00,00,00
682,30312,0x0AF,4,83,74,3D,01,0F,00,7A,3F
682,30312,0x0AF,4,83,74,3D,01,0F,00,7A,3F
683,30313,0x0AD,8,42,EB,BF,FF,00,14,00,00
683,30313,0x0AD,8,42,EB,BF,FF,00,14,00,00
684,30313,0x0AE,8,6A,0B,00,00,AB,00,00,02
684,30313,0x0AE,8,6A,0B,00,00,AB,00,00,02
685,30317,0x0A8,8,B0,EB,DF,BF,FF,00,00,00
685,30317,0x0A8,8,B0,EB,DF,BF,FF,00,00,00
686,30317,0x0A7,8,42,EB,BF,FF,FE,FB,EF,9F
686,30317,0x0A7,8,42,EB,BF,FF,FE,FB,EF,9F
687,30322,0x0AF,4,83,75,3D,01,80,0F,00,7A
687,30322,0x0AF,4,83,75,3D,01,80,0F,00,7A
688,30323,0x0AD,8,2F,EC,BF,FF,00,14,00,00
688,30323,0x0AD,8,2F,EC,BF,FF,00,14,00,00
689,30323,0x0AE,8,E0,0C,00,00,AC,00,00,02
689,30323,0x0AE,8,E0,0C,00,00,AC,00,00,02
690,30327,0x0A7,8,FD,EC,BF,FF,FE,FB,EF,9F
690,30327,0x0A7,8,FD,EC,BF,FF,FE,FB,EF,9F
691,30327,0x0A8,8,AE,EC,DF,BF,FF,00,00,00
691,30327,0x0A8,8,AE,EC,DF,BF,FF,00,00,00
692,30332,0x0AF,4,83,76,00,00,80,00,00,FE
692,30332,0x0AF,4,83,76,00,00,80,00,00,FE
693,30333,0x0AD,8,5E,ED,BF,FF,00,14,00,00
693,30333,0x0AD,8,5E,ED,BF,FF,00,14,00,00
694,30333,0x0AE,8,2E,0D,00,00,AD,00,00,02
694,30333,0x0AE,8,2E,0D,00,00,AD,00,00,02
695,30337,0x0A8,8,BD,ED,DF,BF,FF,00,00,00
695,30337,0x0A8,8,BD,ED,DF,BF,FF,00,00,00
696,30337,0x0A7,8,0D,ED,BF,FF,FE,FB,EF,9F
696,30337,0x0A7,8,0D,ED,BF,FF,FE,FB,EF,9F
697,30342,0x0AF,4,83,77,00,00,FE,00,0E,00
697,30342,0x0AF,4,83,77,00,00,FE,00,0E,00
698,30343,0x0AD,8,84,EE,BF,FF,00,14,00,00
698,30343,0x0AD,8,84,EE,BF,FF,00,14,00,00
699,30343,0x0AE,8,CE,0E,00,00,AE,00,00,02
699,30343,0x0AE,8,CE,0E,00,00,AE,00,00,02
700,30347,0x0A7,8,86,EE,BF,FF,FE,FB,EF,9F
700,30347,0x0A7,8,86,EE,BF,FF,FE,FB,EF,9F
701,30347,0x0A8,8,0F,EE,DF,BF,FF,00,00,00
701,30347,0x0A8,8,0F,EE,DF,BF,FF,00,00,00
702,30353,0x0AD,8,D5,EF,BF,FF,00,14,00,00
702,30353,0x0AD,8,D5,EF,BF,FF,00,14,00,00
703,30353,0x0AE,8,81,0F,00,00,AF,00,00,02
703,30353,0x0AE,8,81,0F,00,00,AF,00,00,02
704,30353,0x0AF,4,83,78,56,01,AF,00,00,02
704,30353,0x0AF,4,83,78,56,01,AF,00,00,02
705,30357,0x0A8,8,80,EF,DF,BF,FF,00,00,00
705,30357,0x0A8,8,80,EF,DF,BF,FF,00,00,00
706,30357,0x0A7,8,58,EF,BF,FF,FE,FB,EF,9F
706,30357,0x0A7,8,58,EF,BF,FF,FE,FB,EF,9F
707,30363,0x0AD,8,48,E0,BF,FF,00,14,00,00
707,30363,0x0AD,8,48,E0,BF,FF,00,14,00,00
708,30363,0x0AE,8,26,00,00,00,B0,00,00,02
708,30363,0x0AE,8,26,00,00,00,B0,00,00,02
709,30363,0x0AF,4,83,79,56,01,B0,00,00,02
709,30363,0x0AF,4,83,79,56,01,B0,00,00,02
710,30367,0x0A8,8,E8,E0,DF,BF,FF,00,00,00
710,30367,0x0A8,8,E8,E0,DF,BF,FF,00,00,00
711,30367,0x0A7,8,91,E0,BF,FF,FE,FB,EF,9F
711,30367,0x0A7,8,91,E0,BF,FF,FE,FB,EF,9F
712,30373,0x0AD,8,86,E1,BF,FF,00,14,00,00
712,30373,0x0AD,8,86,E1,BF,FF,00,14,00,00
713,30373,0x0AE,8,64,01,00,00,B1,00,00,02
713,30373,0x0AE,8,64,01,00,00,B1,00,00,02
714,30373,0x0AF,4,83,7A,00,00,B1,00,00,02
714,30373,0x0AF,4,83,7A,00,00,B1,00,00,02
715,30377,0x0A8,8,92,E1,DF,BF,FF,00,00,00
715,30377,0x0A8,8,92,E1,DF,BF,FF,00,00,00
716,30377,0x0A7,8,19,E1,BF,FF,FE,FB,EF,9F
716,30377,0x0A7,8,19,E1,BF,FF,FE,FB,EF,9F
717,30383,0x0AD,8,62,E2,BF,FF,00,14,00,00
717,30383,0x0AD,8,62,E2,BF,FF,00,14,00,00
718,30383,0x0AE,8,BD,02,00,00,B2,00,00,02
718,30383,0x0AE,8,BD,02,00,00,B2,00,00,02
719,30383,0x0AF,4,83,7B,00,00,00,01,FE,3F
719,30383,0x0AF,4,83,7B,00,00,00,01,FE,3F
720,30387,0x0A7,8,6D,E2,BF,FF,FE,FB,EF,9F
720,30387,0x0A7,8,6D,E2,BF,FF,FE,FB,EF,9F
721,30387,0x0A8,8,7E,E2,DF,BF,FF,00,00,00
721,30387,0x0A8,8,7E,E2,DF,BF,FF,00,00,00
722,30393,0x0AD,8,E3,E3,BF,FF,00,14,00,00
722,30393,0x0AD,8,E3,E3,BF,FF,00,14,00,00
723,30393,0x0AE,8,35,03,00,00,B3,00,00,02
723,30393,0x0AE,8,35,03,00,00,B3,00,00,02
724,30394,0x0AF,4,83,7C,00,00,B3,00,00,02
724,30394,0x0AF,4,83,7C,00,00,B3,00,00,02
725,30397,0x0A7,8,EC,E3,BF,FF,FE,FB,EF,9F
725,30397,0x0A7,8,EC,E3,BF,FF,FE,FB,EF,9F
726,30397,0x0A8,8,91,E3,DF,BF,FF,00,00,00
726,30397,0x0A8,8,91,E3,DF,BF,FF,00,00,00
727,30403,0x0AD,8,41,E4,BF,FF,00,14,00,00
727,30403,0x0AD,8,41,E4,BF,FF,00,14,00,00
728,30403,0x0AE,8,09,04,00,00,B4,00,00,02
728,30403,0x0AE,8,09,04,00,00,B4,00,00,02
729,30404,0x0AF,4,83,7D,81,01,00,01,FE,3F
729,30404,0x0AF,4,83,7D,81,01,00,01,FE,3F
730,30407,0x0A7,8,D6,E4,BF,FF,FE,FB,EF,9F
730,30407,0x0A7,8,D6,E4,BF,FF,FE,FB,EF,9F
731,30407,0x0A8,8,3D,E4,DF,BF,FF,00,00,00
731,30407,0x0A8,8,3D,E4,DF,BF,FF,00,00,00
732,30413,0x0AD,8,74,E5,BF,FF,00,14,00,00
732,30413,0x0AD,8,74,E5,BF,FF,00,14,00,00
733,30413,0x0AE,8,5F,05,00,00,B5,00,00,02
733,30413,0x0AE,8,5F,05,00,00,B5,00,00,02
734,30414,0x0AF,4,83,7E,81,01,B5,00,00,02
734,30414,0x0AF,4,83,7E,81,01,B5,00,00,02
735,30417,0x0A8,8,57,E5,DF,BF,FF,00,00,00
735,30417,0x0A8,8,57,E5,DF,BF,FF,00,00,00
736,30417,0x0A7,8,AD,E5,BF,FF,FE,FB,EF,9F
736,30417,0x0A7,8,AD,E5,BF,FF,FE,FB,EF,9F
737,30423,0x0AD,8,6A,E6,BF,FF,00,14,00,00
737,30423,0x0AD,8,6A,E6,BF,FF,00,14,00,00
738,30423,0x0AE,8,DC,06,00,00,B6,00,00,02
738,30423,0x0AE,8,DC,06,00,00,B6,00,00,02
739,30424,0x0AF,4,83,7F,00,00,00,01,FE,3F
739,30424,0x0AF,4,83,7F,00,00,00,01,FE,3F
740,30427,0x0A7,8,3E,E6,BF,FF,FE,FB,EF,9F
740,30427,0x0A7,8,3E,E6,BF,FF,FE,FB,EF,9F
741,30427,0x0A8,8,67,E6,DF,BF,FF,00,00,00
741,30427,0x0A8,8,67,E6,DF,BF,FF,00,00,00
742,30433,0x0AD,8,35,E7,BF,FF,00,14,00,00
742,30433,0x0AD,8,35,E7,BF,FF,00,14,00,00
743,30433,0x0AE,8,E3,07,00,00,B7,00,00,02
743,30433,0x0AE,8,E3,07,00,00,B7,00,00,02
744,30435,0x0AF,4,83,70,00,00,B7,00,00,02
744,30435,0x0AF,4,83,70,00,00,B7,00,00,02
745,30437,0x0A8,8,72,E7,DF,BF,FF,00,00,00
745,30437,0x0A8,8,72,E7,DF,BF,FF,00,00,00
746,30437,0x0A7,8,B7,E7,BF,FF,FE,FB,EF,9F
746,30437,0x0A7,8,B7,E7,BF,FF,FE,FB,EF,9F
747,30443,0x0AD,8,A2,E8,BF,FF,00,14,00,00
747,30443,0x0AD,8,A2,E8,BF,FF,00,14,00,00
748,30443,0x0AE,8,5D,08,00,00,B8,00,00,02
748,30443,0x0AE,8,5D,08,00,00,B8,00,00,02
749,30445,0x0AF,4,83,71,7E,01,00,01,FE,3F
749,30445,0x0AF,4,83,71,7E,01,00,01,FE,3F
750,30447,0x0A7,8,FA,E8,BF,FF,FE,FB,EF,9F
750,30447,0x0A7,8,FA,E8,BF,FF,FE,FB,EF,9F
751,30447,0x0A8,8,50,E8,DF,BF,FF,00,00,00
751,30447,0x0A8,8,50,E8,DF,BF,FF,00,00,00
752,30453,0x0AD,8,A6,E9,BF,FF,00,14,00,00
752,30453,0x0AD,8,A6,E9,BF,FF,00,14,00,00
753,30453,0x0AE,8,18,09,00,00,B9,00,00,02
753,30453,0x0AE,8,18,09,00,00,B9,00,00,02
754,30455,0x0AF,4,83,72,7E,01,00,00,00,00
754,30455,0x0AF,4,83,72,7E,01,00,00,00,00
755,30457,0x0A8,8,22,E9,DF,BF,FF,00,00,00
755,30457,0x0A8,8,22,E9,DF,BF,FF,00,00,00
756,30457,0x0A7,8,2A,E9,BF,FF,FE,FB,EF,9F
756,30457,0x0A7,8,2A,E9,BF,FF,FE,FB,EF,9F
757,30463,0x0AD,8,F7,EA,BF,FF,00,14,00,00
757,30463,0x0AD,8,F7,EA,BF,FF,00,14,00,00
758,30463,0x0AE,8,BC,0A,00,00,BA,00,00,02
758,30463,0x0AE,8,BC,0A,00,00,BA,00,00,02
759,30465,0x0AF,4,83,73,00,00,00,20,00,53
759,30465,0x0AF,4,83,73,00,00,00,20,00,53
760,30467,0x0A7,8,2C,EA,BF,FF,FE,FB,EF,9F
760,30467,0x0A7,8,2C,EA,BF,FF,FE,FB,EF,9F
761,30467,0x0A8,8,7D,EA,DF,BF,FF,00,00,00
761,30467,0x0A8,8,7D,EA,DF,BF,FF,00,00,00
762,30473,0x0AD,8,42,EB,BF,FF,00,14,00,00
762,30473,0x0AD,8,42,EB,BF,FF,00,14,00,00
763,30473,0x0AE,8,B3,0B,00,00,BB,00,00,02
763,30473,0x0AE,8,B3,0B,00,00,BB,00,00,02
764,30476,0x0AF,4,83,74,00,00,F8,10,00,00
764,30476,0x0AF,4,83,74,00,00,F8,10,00,00
765,30477,0x0A8,8,B0,EB,DF,BF,FF,00,00,00
765,30477,0x0A8,8,B0,EB,DF,BF,FF,00,00,00
766,30477,0x0A7,8,42,EB,BF,FF,FE,FB,EF,9F
766,30477,0x0A7,8,42,EB,BF,FF,FE,FB,EF,9F
767,30483,0x0AD,8,2F,EC,BF,FF,00,14,00,00
767,30483,0x0AD,8,2F,EC,BF,FF,00,14,00,00
768,30483,0x0AE,8,39,0C,00,00,BC,00,00,02
768,30483,0x0AE,8,39,0C,00,00,BC,00,00,02
769,30486,0x0AF,4,83,75,4C,01,00,01,FE,3F
769,30486,0x0AF,4,83,75,4C,01,00,01,FE,3F
770,30487,0x0A7,8,FD,EC,BF,FF,FE,FB,EF,9F
770,30487,0x0A7,8,FD,EC,BF,FF,FE,FB,EF,9F
771,30487,0x0A8,8,AE,EC,DF,BF,FF,00,00,00
771,30487,0x0A8,8,AE,EC,DF,BF,FF,00,00,00
772,30493,0x0AD,8,5E,ED,BF,FF,00,14,00,00
772,30493,0x0AD,8,5E,ED,BF,FF,00,14,00,00
773,30493,0x0AE,8,F7,0D,00,00,BD,00,00,02
773,30493,0x0AE,8,F7,0D,00,00,BD,00,00,02
774,30496,0x0AF,4,83,76,4C,01,BD,00,00,02
774,30496,0x0AF,4,83,76,4C,01,BD,00,00,02
775,30497,0x0A7,8,0D,ED,BF,FF,FE,FB,EF,9F
775,30497,0x0A7,8,0D,ED,BF,FF,FE,FB,EF,9F
776,30497,0x0A8,8,BD,ED,DF,BF,FF,00,00,00
776,30497,0x0A8,8,BD,ED,DF,BF,FF,00,00,00
777,30503,0x0AD,8,84,EE,BF,FF,00,14,00,00
777,30503,0x0AD,8,84,EE,BF,FF,00,14,00,00
778,30503,0x0AE,8,17,0E,00,00,BE,00,00,02
778,30503,0x0AE,8,17,0E,00,00,BE,00,00,02
779,30507,0x0AF,4,83,77,00,00,00,00,FF,01
779,30507,0x0AF,4,83,77,00,00,00,00,FF,01
780,30507,0x0A7,8,86,EE,BF,FF,FE,FB,EF,9F
780,30507,0x0A7,8,86,EE,BF,FF,FE,FB,EF,9F
781,30507,0x0A8,8,0F,EE,DF,BF,FF,00,00,00
781,30507,0x0A8,8,0F,EE,DF,BF,FF,00,00,00
782,30513,0x0AD,8,D5,EF,BF,FF,00,14,00,00
782,30513,0x0AD,8,D5,EF,BF,FF,00,14,00,00
783,30513,0x0AE,8,58,0F,00,00,BF,00,00,02
783,30513,0x0AE,8,58,0F,00,00,BF,00,00,02
784,30516,0x0AF,4,83,78,00,00,BF,00,00,02
784,30516,0x0AF,4,83,78,00,00,BF,00,00,02
785,30517,0x0A8,8,80,EF,DF,BF,FF,00,00,00
785,30517,0x0A8,8,80,EF,DF,BF,FF,00,00,00
786,30517,0x0A7,8,58,EF,BF,FF,FE,FB,EF,9F
786,30533,0x0A7,8,58,EF,BF,FF,FE,FB,EF,9F
787,30533,0x0AE,8,35,01,00,00,C1,00,00,02
787,30533,0x0AE,8,35,01,00,00,C1,00,00,02
788,30537,0x0A8,8,92,E1,DF,BF,FF,00,00,00
788,30537,0x0A8,8,92,E1,DF,BF,FF,00,00,00
789,30537,0x0A7,8,19,E1,BF,FF,FE,FB,EF,9F
789,30537,0x0A7,8,19,E1,BF,FF,FE,FB,EF,9F
790,30537,0x0AF,4,83,7A,82,01,FE,FB,EF,9F
790,30537,0x0AF,4,83,7A,82,01,FE,FB,EF,9F
791,30543,0x0AD,8,62,E2,BF,FF,00,14,00,00
791,30543,0x0AD,8,62,E2,BF,FF,00,14,00,00
792,30543,0x0AE,8,EC,02,00,00,C2,00,00,02
792,30543,0x0AE,8,EC,02,00,00,C2,00,00,02
793,30547,0x0A7,8,6D,E2,BF,FF,FE,FB,EF,9F
793,30547,0x0A7,8,6D,E2,BF,FF,FE,FB,EF,9F
794,30547,0x0A8,8,7E,E2,DF,BF,FF,00,00,00
794,30547,0x0A8,8,7E,E2,DF,BF,FF,00,00,00
795,30547,0x0AF,4,83,7B,00,00,FF,00,00,00
795,30547,0x0AF,4,83,7B,00,00,FF,00,00,00
796,30553,0x0AD,8,E3,E3,BF,FF,00,14,00,00
796,30553,0x0AD,8,E3,E3,BF,FF,00,14,00,00
797,30553,0x0AE,8,64,03,00,00,C3,00,00,02
797,30553,0x0AE,8,64,03,00,00,C3,00,00,02
798,30557,0x0A8,8,91,E3,DF,BF,FF,00,00,00
798,30557,0x0A8,8,91,E3,DF,BF,FF,00,00,00
799,30557,0x0A7,8,EC,E3,BF,FF,FE,FB,EF,9F
799,30557,0x0A7,8,EC,E3,BF,FF,FE,FB,EF,9F
800,30557,0x0AF,4,83,7C,00,00,FE,FB,EF,9F
800,30557,0x0AF,4,83,7C,00,00,FE,FB,EF,9F
801,30563,0x0AD,8,41,E4,BF,FF,00,14,00,00
801,30563,0x0AD,8,41,E4,BF,FF,00,14,00,00
802,30563,0x0AE,8,58,04,00,00,C4,00,00,02
802,30563,0x0AE,8,58,04,00,00,C4,00,00,02
803,30567,0x0A7,8,D6,E4,BF,FF,FE,FB,EF,9F
803,30567,0x0A7,8,D6,E4,BF,FF,FE,FB,EF,9F
804,30567,0x0A8,8,3D,E4,DF,BF,FF,00,00,00
804,30567,0x0A8,8,3D,E4,DF,BF,FF,00,00,00
805,30568,0x0AF,4,83,7D,7D,01,00,00,00,00
805,30568,0x0AF,4,83,7D,7D,01,00,00,00,00
806,30573,0x0AD,8,74,E5,BF,FF,00,14,00,00
806,30573,0x0AD,8,74,E5,BF,FF,00,14,00,00
807,30573,0x0AE,8,0E,05,00,00,C5,00,00,02
807,30573,0x0AE,8,0E,05,00,00,C5,00,00,02
808,30577,0x0A8,8,57,E5,DF,BF,FF,00,00,00
808,30577,0x0A8,8,57,E5,DF,BF,FF,00,00,00
809,30577,0x0A7,8,AD,E5,BF,FF,FE,FB,EF,9F
809,30577,0x0A7,8,AD,E5,BF,FF,FE,FB,EF,9F
810,30578,0x0AF,4,83,7E,7D,01,00,00,00,00
810,30578,0x0AF,4,83,7E,7D,01,00,00,00,00
811,30583,0x0AD,8,6A,E6,BF,FF,00,14,00,00
811,30583,0x0AD,8,6A,E6,BF,FF,00,14,00,00
812,30583,0x0AE,8,8D,06,00,00,C6,00,00,02
812,30583,0x0AE,8,8D,06,00,00,C6,00,00,02
813,30587,0x0A7,8,3E,E6,BF,FF,FE,FB,EF,9F
813,30587,0x0A7,8,3E,E6,BF,FF,FE,FB,EF,9F
814,30587,0x0A8,8,67,E6,DF,BF,FF,00,00,00
814,30587,0x0A8,8,67,E6,DF,BF,FF,00,00,00
815,30588,0x0AF,4,83,7F,00,00,00,27,00,00
815,30588,0x0AF,4,83,7F,00,00,00,27,00,00
816,30593,0x0AD,8,35,E7,BF,FF,00,14,00,00
816,30593,0x0AD,8,35,E7,BF,FF,00,14,00,00
817,30593,0x0AE,8,B2,07,00,00,C7,00,00,02
817,30593,0x0AE,8,B2,07,00,00,C7,00,00,02
818,30597,0x0A7,8,B7,E7,BF,FF,FE,FB,EF,9F
818,30597,0x0A7,8,B7,E7,BF,FF,FE,FB,EF,9F
819,30597,0x0A8,8,72,E7,DF,BF,FF,00,00,00
819,30597,0x0A8,8,72,E7,DF,BF,FF,00,00,00
820,30598,0x0AF,4,83,70,00,00,FF,00,00,00
820,30598,0x0AF,4,83,70,00,00,FF,00,00,00
821,30603,0x0AD,8,A2,E8,BF,FF,00,14,00,00
821,30603,0x0AD,8,A2,E8,BF,FF,00,14,00,00
822,30603,0x0AE,8,0C,08,00,00,C8,00,00,02
822,30603,0x0AE,8,0C,08,00,00,C8,00,00,02
823,30607,0x0A7,8,FA,E8,BF,FF,FE,FB,EF,9F
823,30607,0x0A7,8,FA,E8,BF,FF,FE,FB,EF,9F
824,30607,0x0A8,8,50,E8,DF,BF,FF,00,00,00
824,30607,0x0A8,8,50,E8,DF,BF,FF,00,00,00
825,30609,0x0AF,4,83,71,31,01,F0,03,00,00
825,30609,0x0AF,4,83,71,31,01,F0,03,00,00
826,30613,0x0AD,8,A6,E9,BF,FF,00,14,00,00
826,30613,0x0AD,8,A6,E9,BF,FF,00,14,00,00
827,30613,0x0AE,8,49,09,00,00,C9,00,00,02
827,30613,0x0AE,8,49,09,00,00,C9,00,00,02
828,30617,0x0A8,8,22,E9,DF,BF,FF,00,00,00
828,30617,0x0A8,8,22,E9,DF,BF,FF,00,00,00
829,30617,0x0A7,8,2A,E9,BF,FF,FE,FB,EF,9F
829,30617,0x0A7,8,2A,E9,BF,FF,FE,FB,EF,9F
830,30619,0x0AF,4,83,72,31,01,00,00,00,00
830,30619,0x0AF,4,83,72,31,01,00,00,00,00
831,30623,0x0AD,8,F7,EA,BF,FF,00,14,00,00
831,30623,0x0AD,8,F7,EA,BF,FF,00,14,00,00
832,30623,0x0AE,8,ED,0A,00,00,CA,00,00,02
832,30623,0x0AE,8,ED,0A,00,00,CA,00,00,02
833,30627,0x0A7,8,2C,EA,BF,FF,FE,FB,EF,9F
833,30627,0x0A7,8,2C,EA,BF,FF,FE,FB,EF,9F
834,30627,0x0A8,8,7D,EA,DF,BF,FF,00,00,00
834,30627,0x0A8,8,7D,EA,DF,BF,FF,00,00,00
835,30629,0x0AF,4,83,73,00,00,00,00,00,00
835,30629,0x0AF,4,83,73,00,00,00,00,00,00
836,30633,0x0AD,8,42,EB,BF,FF,00,14,00,00
836,30633,0x0AD,8,42,EB,BF,FF,00,14,00,00
837,30633,0x0AE,8,E2,0B,00,00,CB,00,00,02
837,30633,0x0AE,8,E2,0B,00,00,CB,00,00,02
838,30637,0x0A8,8,B0,EB,DF,BF,FF,00,00,00
838,30637,0x0A8,8,B0,EB,DF,BF,FF,00,00,00
839,30637,0x0A7,8,42,EB,BF,FF,FE,FB,EF,9F
839,30637,0x0A7,8,42,EB,BF,FF,FE,FB,EF,9F
840,30639,0x0AF,4,83,74,00,00,FE,00,0E,00
840,30639,0x0AF,4,83,74,00,00,FE,00,0E,00
841,30643,0x0AD,8,2F,EC,BF,FF,00,14,00,00
841,30643,0x0AD,8,2F,EC,BF,FF,00,14,00,00
842,30643,0x0AE,8,68,0C,00,00,CC,00,00,02
842,30643,0x0AE,8,68,0C,00,00,CC,00,00,02
843,30647,0x0A7,8,FD,EC,BF,FF,FE,FB,EF,9F
843,30647,0x0A7,8,FD,EC,BF,FF,FE,FB,EF,9F
844,30647,0x0A8,8,AE,EC,DF,BF,FF,00,00,00
844,30647,0x0A8,8,AE,EC,DF,BF,FF,00,00,00
845,30650,0x0AF,4,83,75,00,00,00,00,00,00
845,30650,0x0AF,4,83,75,00,00,00,00,00,00
846,30653,0x0AD,8,5E,ED,BF,FF,00,14,00,00
846,30653,0x0AD,8,5E,ED,BF,FF,00,14,00,00
847,30653,0x0AE,8,A6,0D,00,00,CD,00,00,02
847,30653,0x0AE,8,A6,0D,00,00,CD,00,00,02
848,30657,0x0A8,8,BD,ED,DF,BF,FF,00,00,00
848,30657,0x0A8,8,BD,ED,DF,BF,FF,00,00,00
849,30657,0x0A7,8,0D,ED,BF,FF,FE,FB,EF,9F
849,30657,0x0A7,8,0D,ED,BF,FF,FE,FB,EF,9F
850,30660,0x0AF,4,83,76,00,00,FE,FB,EF,9F
850,30660,0x0AF,4,83,76,00,00,FE,FB,EF,9F
851,30663,0x0AD,8,84,EE,BF,FF,00,14,00,00
851,30663,0x0AD,8,84,EE,BF,FF,00,14,00,00
852,30663,0x0AE,8,46,0E,00,00,CE,00,00,02
852,30663,0x0AE,8,46,0E,00,00,CE,00,00,02
853,30667,0x0A7,8,86,EE,BF,FF,FE,FB,EF,9F
853,30667,0x0A7,8,86,EE,BF,FF,FE,FB,EF,9F
854,30667,0x0A8,8,0F,EE,DF,BF,FF,00,00,00
854,30667,0x0A8,8,0F,EE,DF,BF,FF,00,00,00
855,30670,0x0AF,4,83,77,C3,01,00,00,00,00
855,30670,0x0AF,4,83,77,C3,01,00,00,00,00
856,30673,0x0AD,8,D5,EF,BF,FF,00,14,00,00
856,30673,0x0AD,8,D5,EF,BF,FF,00,14,00,00
857,30673,0x0AE,8,09,0F,00,00,CF,00,00,02
857,30673,0x0AE,8,09,0F,00,00,CF,00,00,02
858,30677,0x0A8,8,80,EF,DF,BF,FF,00,00,00
858,30677,0x0A8,8,80,EF,DF,BF,FF,00,00,00
859,30677,0x0A7,8,58,EF,BF,FF,FE,FB,EF,9F
859,30677,0x0A7,8,58,EF,BF,FF,FE,FB,EF,9F
860,30680,0x0AF,4,83,78,C3,01,FE,F7,07,00
860,30680,0x0AF,4,83,78,C3,01,FE,F7,07,00
861,30683,0x0AD,8,48,E0,BF,FF,00,14,00,00
861,30683,0x0AD,8,48,E0,BF,FF,00,14,00,00
862,30683,0x0AE,8,AE,00,00,00,D0,00,00,02
862,30683,0x0AE,8,AE,00,00,00,D0,00,00,02
863,30687,0x0A7,8,91,E0,BF,FF,FE,FB,EF,9F
863,30687,0x0A7,8,91,E0,BF,FF,FE,FB,EF,9F
864,30687,0x0A8,8,E8,E0,DF,BF,FF,00,00,00
864,30687,0x0A8,8,E8,E0,DF,BF,FF,00,00,00
865,30690,0x0AF,4,83,79,00,00,40,3F,00,00
865,30690,0x0AF,4,83,79,00,00,40,3F,00,00
866,30693,0x0AD,8,86,E1,BF,FF,00,14,00,00
866,30693,0x0AD,8,86,E1,BF,FF,00,14,00,00
867,30693,0x0AE,8,EC,01,00,00,D1,00,00,02
867,30693,0x0AE,8,EC,01,00,00,D1,00,00,02
868,30697,0x0A7,8,19,E1,BF,FF,FE,FB,EF,9F
868,30697,0x0A7,8,19,E1,BF,FF,FE,FB,EF,9F
869,30697,0x0A8,8,92,E1,DF,BF,FF,00,00,00
869,30697,0x0A8,8,92,E1,DF,BF,FF,00,00,00
870,30701,0x0AF,4,83,7A,00,00,00,00,00,00
870,30701,0x0AF,4,83,7A,00,00,00,00,00,00
871,30703,0x0AD,8,62,E2,BF,FF,00,14,00,00
871,30703,0x0AD,8,62,E2,BF,FF,00,14,00,00
872,30703,0x0AE,8,35,02,00,00,D2,00,00,02
872,30703,0x0AE,8,35,02,00,00,D2,00,00,02
873,30707,0x0A7,8,6D,E2,BF,FF,FE,FB,EF,9F
873,30707,0x0A7,8,6D,E2,BF,FF,FE,FB,EF,9F
874,30707,0x0A8,8,7E,E2,DF,BF,FF,00,00,00
874,30707,0x0A8,8,7E,E2,DF,BF,FF,00,00,00
875,30711,0x0AF,4,83,7B,3C,01,0F,00,7A,3F
875,30711,0x0AF,4,83,7B,3C,01,0F,00,7A,3F
876,30713,0x0AD,8,E3,E3,BF,FF,00,14,00,00
876,30713,0x0AD,8,E3,E3,BF,FF,00,14,00,00
877,30713,0x0AE,8,BD,03,00,00,D3,00,00,02
877,30713,0x0AE,8,BD,03,00,00,D3,00,00,02
878,30717,0x0A8,8,91,E3,DF,BF,FF,00,00,00
878,30717,0x0A8,8,91,E3,DF,BF,FF,00,00,00
879,30717,0x0A7,8,EC,E3,BF,FF,FE,FB,EF,9F
879,30717,0x0A7,8,EC,E3,BF,FF,FE,FB,EF,9F
880,30721,0x0AF,4,83,7C,3C,01,80,0F,00,7A
880,30721,0x0AF,4,83,7C,3C,01,80,0F,00,7A
881,30723,0x0AD,8,41,E4,BF,FF,00,14,00,00
881,30723,0x0AD,8,41,E4,BF,FF,00,14,00,00
882,30723,0x0AE,8,81,04,00,00,D4,00,00,02
882,30723,0x0AE,8,81,04,00,00,D4,00,00,02
883,30727,0x0A7,8,D6,E4,BF,FF,FE,FB,EF,9F
883,30727,0x0A7,8,D6,E4,BF,FF,FE,FB,EF,9F
