time,b0,b1,b2,b3,b4,b5,b6,b7
50654,92,D1,7F,89,76,64,00,00
50664,7E,D2,7F,89,76,64,00,00
50674,91,D3,7F,89,76,64,00,00
50684,3D,D4,7F,89,76,64,00,00
50694,57,D5,7F,89,76,64,00,00
50704,67,D6,7F,89,76,64,00,00
50714,72,D7,7F,89,76,64,00,00
50736,22,D9,7F,89,76,64,00,00
50756,B0,DB,7F,89,76,64,00,00
50774,BD,DD,7F,89,76,64,00,00
50784,0F,DE,7F,89,76,64,00,00
50794,80,DF,7F,89,76,64,00,00
50804,E8,D0,7F,89,76,64,00,00
50814,92,D1,7F,89,76,64,00,00
50824,7E,D2,7F,89,76,64,00,00
50834,91,D3,7F,89,76,64,00,00
50844,3D,D4,7F,89,76,64,00,00
50854,57,D5,7F,89,76,64,00,00
50864,67,D6,7F,89,76,64,00,00
50874,72,D7,7F,89,76,64,00,00
50896,22,D9,7F,89,76,64,00,00
50904,7D,DA,7F,89,76,64,00,00
50914,B0,DB,7F,89,76,64,00,00
50934,BD,DD,7F,89,76,64,00,00
50956,80,DF,7F,89,76,64,00,00
50976,92,D1,7F,89,76,64,00,00
50994,91,D3,7F,89,76,64,00,00
51004,3D,D4,7F,89,76,64,00,00
51014,57,D5,7F,89,76,64,00,00
51024,67,D6,7F,89,76,64,00,00
51034,72,D7,7F,89,76,64,00,00
51044,50,D8,7F,89,76,64,00,00
51054,22,D9,7F,89,76,64,00,00
51064,7D,DA,7F,89,76,64,00,00
51074,B0,DB,7F,89,76,64,00,00
51084,AE,DC,7F,89,76,64,00,00
51094,BD,DD,7F,89,76,64,00,00
51104,0F,DE,7F,89,76,64,00,00
51127,E8,D0,7F,89,76,64,00,00
51143,7E,D2,7F,89,76,64,00,00
51154,91,D3,7F,89,76,64,00,00
51164,3D,D4,7F,89,76,64,00,00
51174,57,D5,7F,89,76,64,00,00
51184,67,D6,7F,89,76,64,00,00
51194,72,D7,7F,89,76,64,00,00
51204,50,D8,7F,89,76,64,00,00
51214,22,D9,7F,89,76,64,00,00
51224,7D,DA,7F,89,76,64,00,00
51234,B0,DB,7F,89,76,64,00,00
51245,AE,DC,7F,89,76,64,00,00
51254,BD,DD,7F,89,76,64,00,00
51264,0F,DE,7F,89,76,64,00,00
51274,80,DF,7F,89,76,64,00,00
51284,E8,D0,7F,89,76,64,00,00
51324,3D,D4,7F,89,76,64,00,00
51346,67,D6,7F,89,76,64,00,00
51366,50,D8,7F,89,76,64,00,00
51384,7D,DA,7F,89,76,64,00,00
51394,B0,DB,7F,89,76,64,00,00
51404,AE,DC,7F,89,76,64,00,00
51414,BD,DD,7F,89,76,64,00,00
51424,0F,DE,7F,89,76,64,00,00
51434,80,DF,7F,89,76,64,00,00
51444,E8,D0,7F,89,76,64,00,00
51454,92,D1,7F,89,76,64,00,00
51464,7E,D2,7F,89,76,64,00,00
51474,91,D3,7F,89,76,64,00,00
51484,3D,D4,7F,89,76,64,00,00
51494,57,D5,7F,89,76,64,00,00
51504,67,D6,7F,89,76,64,00,00
51527,50,D8,7F,89,76,64,00,00
51544,7D,DA,7F,89,76,64,00,00
51554,B0,DB,7F,89,76,64,00,00
51564,AE,DC,7F,89,76,64,00,00
51574,BD,DD,7F,89,76,64,00,00
51584,0F,DE,7F,89,76,64,00,00
51594,80,DF,7F,89,76,64,00,00
51604,E8,D0,7F,89,76,64,00,00
51614,92,D1,7F,89,76,64,00,00
51624,7E,D2,7F,89,76,64,00,00
51634,91,D3,7F,89,76,64,00,00
51644,3D,D4,7F,89,76,64,00,00
51654,57,D5,7F,89,76,64,00,00
51664,67,D6,7F,89,76,64,00,00
51674,72,D7,7F,89,76,64,00,00
51697,22,D9,7F,89,76,64,00,00
51714,B0,DB,7F,89,76,64,00,00
51724,AE,DC,7F,89,76,64,00,00
51734,BD,DD,7F,89,76,64,00,00
51744,0F,DE,7F,89,76,64,00,00
51754,80,DF,7F,89,76,64,00,00
51764,E8,D0,7F,89,76,64,00,00
51774,92,D1,7F,89,76,64,00,00
51784,7E,D2,7F,89,76,64,00,00
51794,91,D3,7F,89,76,64,00,00
51804,3D,D4,7F,89,76,64,00,00
51814,57,D5,7F,89,76,64,00,00
51824,67,D6,7F,89,76,64,00,00
51834,72,D7,7F,89,76,64,00,00
51844,50,D8,7F,89,76,64,00,00
51854,22,D9,7F,89,76,64,00,00
51876,B0,DB,7F,89,76,64,00,00
51896,BD,DD,7F,89,76,64,00,00
51916,80,DF,7F,89,76,64,00,00
51936,92,D1,7F,89,76,64,00,00
51956,91,D3,7F,89,76,64,00,00
51976,57,D5,7F,89,76,64,00,00
51994,72,D7,7F,89,76,64,00,00
52004,50,D8,7F,89,76,64,00,00
52014,22,D9,7F,89,76,64,00,00
52024,7D,DA,7F,89,76,64,00,00
52034,B0,DB,7F,89,76,64,00,00
52044,AE,DC,7F,89,76,64,00,00
52054,BD,DD,7F,89,76,64,00,00
52063,0F,DE,7F,89,76,64,00,00
52074,80,DF,7F,89,76,64,00,00
52094,92,D1,7F,89,76,64,00,00
52104,7E,D2,7F,89,76,64,00,00
52114,91,D3,7F,89,76,64,00,00
52124,3D,D4,7F,89,76,64,00,00
52134,57,D5,7F,89,76,64,00,00
52144,67,D6,7F,89,76,64,00,00
52154,72,D7,7F,89,76,64,00,00
52164,50,D8,7F,89,76,64,00,00
52174,22,D9,7F,89,76,64,00,00
52184,7D,DA,7F,89,76,64,00,00
52194,B0,DB,7F,89,76,64,00,00
52204,AE,DC,7F,89,76,64,00,00
52214,BD,DD,7F,89,76,64,00,00
52224,0F,DE,7F,89,76,64,00,00
52234,80,DF,7F,89,76,64,00,00
52245,E8,D0,7F,89,76,64,00,00
52264,DD,D2,7F,89,76,64,6E,01
52274,A4,D3,7F,89,76,64,D0,01
52284,08,D4,7F,89,76,64,D0,01
52294,8D,D5,7F,89,76,64,F0,01
52304,BD,D6,7F,89,76,64,F0,01
52314,A8,D7,7F,89,76,64,F0,01
52324,C1,D8,7F,89,76,64,0A,02
52334,B3,D9,7F,89,76,64,0A,02
52343,44,DA,7F,89,76,64,16,02
52354,89,DB,7F,89,76,64,16,02
52364,E7,DC,7F,89,76,64,1E,02
52374,F4,DD,7F,89,76,64,1E,02
52384,46,DE,7F,89,76,64,1E,02
52394,C9,DF,7F,89,76,64,1E,02
52404,A1,D0,7F,89,76,64,1E,02
52414,B7,D1,7F,89,76,64,14,02
52424,5B,D2,7F,89,76,64,14,02
52434,B4,D3,7F,89,76,64,14,02
52444,7B,D4,7F,49,76,64,12,02
52454,08,D5,3F,49,76,64,12,02
52476,76,D7,3F,49,76,64,2C,02
52496,1C,D9,3F,49,76,64,4A,02
52504,F7,DA,3F,49,76,64,54,02
52514,11,DB,3F,49,76,64,62,02
52524,63,DC,3F,49,76,64,68,02
52534,EB,DD,1F,49,76,64,68,02
52544,08,DE,1F,C9,80,64,8A,02
52554,17,DF,1F,C9,80,64,92,02
52564,70,D0,1F,C9,80,64,A2,02
52574,7A,D1,1F,C9,80,64,AA,02
52584,3E,D2,1F,C9,80,64,B6,02
52606,7B,D4,FF,C8,80,64,C4,02
52626,E5,D6,FF,C8,80,64,D2,02
52634,C8,D7,FF,C8,80,64,D6,02
52644,A2,D8,FF,C8,80,64,DA,02
52654,B3,D9,FF,C8,80,64,E0,02
52664,F0,DA,FF,C8,80,64,E2,02
52674,4D,DB,FF,C8,80,64,EA,02
52684,E7,DC,FF,C8,80,64,F4,02
52694,98,DD,FF,C8,80,64,FE,02
52704,07,DE,DF,C8,80,64,04,03
52714,C0,DF,DF,C8,80,64,08,03
52724,B4,D0,DF,C8,80,64,0A,03
52734,D2,D1,DF,C8,80,64,08,03
52744,6A,D2,DF,C8,80,64,06,03
52754,99,D3,DF,C8,80,64,04,03
52777,43,D5,DF,C8,80,64,06,03
52796,32,D7,DF,C8,80,64,08,03
52814,E0,D9,BF,C8,80,64,08,03
52824,BF,DA,BF,C8,80,64,08,03
52834,72,DB,BF,C8,80,64,08,03
52844,70,DC,BF,C8,80,64,0A,03
52854,5B,DD,BF,C8,80,64,0E,03
52864,5D,DE,BF,C8,80,64,10,03
52874,CE,DF,BF,C8,80,64,12,03
52884,82,D0,BF,C8,80,64,14,03
52894,E4,D1,BF,C8,80,64,16,03
52904,14,D2,BF,C8,80,64,14,03
52914,B3,D3,BF,C8,80,64,18,03
52924,1F,D4,BF,C8,80,64,18,03
52934,69,D5,BF,C8,80,64,1A,03
52944,7D,D6,BF,C8,80,64,1C,03
52967,56,D8,BF,C8,80,64,1E,03
52984,20,DA,BF,C8,80,64,20,03
52994,76,DB,9F,C8,80,64,20,03
53004,68,DC,9F,C8,80,64,20,03
53014,7B,DD,9F,C8,80,64,20,03
53024,C9,DE,9F,C8,80,64,20,03
53034,46,DF,9F,C8,80,64,20,03
53044,2E,D0,9F,C8,80,64,20,03
53054,54,D1,9F,C8,80,64,20,03
53064,B8,D2,9F,C8,80,64,20,03
53074,57,D3,9F,C8,80,64,20,03
53084,FB,D4,9F,C8,80,64,20,03
53094,91,D5,9F,C8,80,64,20,03
53104,BD,D6,9F,C8,80,64,22,03
53114,A8,D7,9F,C8,80,64,22,03
53136,F8,D9,9F,C8,80,64,22,03
53157,6A,DB,9F,C8,80,64,22,03
53174,67,DD,9F,C8,80,64,22,03
53184,D5,DE,9F,C8,80,64,22,03
53194,5A,DF,9F,C8,80,64,22,03
53204,32,D0,9F,C8,80,64,22,03
53214,48,D1,9F,C8,80,64,22,03
53224,A4,D2,9F,C8,80,64,22,03
53234,4B,D3,9F,C8,80,64,22,03
53245,E7,D4,9F,C8,80,64,22,03
53254,A9,D5,9F,C8,80,64,24,03
53264,99,D6,9F,C8,80,64,24,03
53274,8C,D7,9F,C8,80,64,24,03
53284,AE,D8,9F,C8,80,64,24,03
53294,DC,D9,9F,C8,80,64,24,03
53304,33,DA,7F,C8,80,64,24,03
53324,C4,DC,7F,C8,80,64,22,03
53334,CB,DD,7F,C8,80,64,20,03
53344,22,DE,7F,C8,80,64,1E,03
53354,B1,DF,7F,C8,80,64,1C,03
53364,FD,D0,7F,C8,80,64,1A,03
53374,A3,D1,7F,C8,80,64,1C,03
53384,6B,D2,7F,C8,80,64,1A,03
53394,98,D3,7F,C8,80,64,18,03
53404,34,D4,7F,C8,80,64,18,03
53414,5E,D5,7F,C8,80,64,18,03
53424,3A,D6,7F,C8,80,64,16,03
53434,2F,D7,7F,C8,80,64,16,03
53444,0D,D8,7F,C8,80,64,16,03
53454,2B,D9,7F,C8,80,64,18,03
53464,68,DA,7F,C8,80,64,1A,03
53487,83,DC,7F,C8,80,64,1E,03
53504,3E,DE,7F,C8,80,64,1C,03
53514,AD,DF,7F,C8,80,64,1E,03
53524,C5,D0,7F,C8,80,64,1E,03
53534,E4,D1,7F,C8,80,64,20,03
53544,08,D2,7F,C8,80,64,20,03
53555,FB,D3,7F,C8,80,64,22,03
53564,57,D4,7F,C8,80,64,22,03
53574,3D,D5,7F,C8,80,64,22,03
53584,0D,D6,7F,C8,80,64,22,03
53594,18,D7,7F,C8,80,64,22,03
53604,3A,D8,7F,C8,80,64,22,03
53614,48,D9,7F,C8,80,64,22,03
53624,33,DA,7F,C8,80,64,24,03
53634,DA,DB,7F,C8,80,64,22,03
53644,C4,DC,7F,C8,80,64,22,03
53666,41,DE,7F,C8,80,64,24,03
53686,A6,D0,7F,C8,80,64,24,03
53695,DC,D1,7F,C8,80,64,24,03
53716,DF,D3,7F,C8,80,64,24,03
53736,05,D5,7F,C8,80,64,26,03
53757,20,D7,7F,C8,80,64,26,03
53774,70,D9,7F,C8,80,64,26,03
53784,2F,DA,7F,C8,80,64,26,03
53795,E2,DB,7F,C8,80,64,26,03
53804,FC,DC,7F,C8,80,64,26,03
53814,EF,DD,7F,C8,80,64,26,03
53824,5D,DE,7F,C8,80,64,26,03
53834,86,DF,7F,C8,80,64,28,03
53844,EE,D0,7F,C8,80,64,28,03
53854,94,D1,7F,C8,80,64,28,03
53874,97,D3,7F,C8,80,64,28,03
53884,27,D4,7F,C8,80,64,2A,03
53894,4D,D5,7F,C8,80,64,2A,03
53904,7D,D6,7F,C8,80,64,2A,03
53914,4C,D7,7F,C8,80,64,2C,03
53924,4A,D8,7F,C8,80,64,2A,03
53934,24,D9,7F,C8,80,64,28,03
53944,33,DA,7F,C8,80,64,24,03
53954,DA,DB,7F,C8,80,64,22,03
53964,C4,DC,7F,C8,80,64,22,03
53974,CB,DD,7F,C8,80,64,20,03
53984,79,DE,7F,C8,80,64,20,03
53994,AD,DF,7F,C8,80,64,1E,03
54014,A3,D1,7F,C8,80,64,1C,03
54036,84,D3,7F,C8,80,64,1A,03
54044,0C,D4,7F,C8,80,64,1C,03
54054,C1,D5,7F,C8,80,64,30,03
54064,7F,D6,7F,C8,80,64,48,03
54074,CD,D7,7F,C8,80,64,64,03
54084,83,D8,7F,C8,80,64,6E,03
54094,59,D9,7F,C8,80,64,72,03
54104,52,DA,7F,C8,80,64,7C,03
54114,C0,DB,7F,C8,80,64,86,03
54124,22,DC,7F,C8,80,64,94,03
54134,5D,DD,7F,C8,80,64,9E,03
54144,A8,DE,7F,C8,80,64,A2,03
54155,3B,DF,7F,C8,80,64,A0,03
54164,78,D0,7F,C8,80,64,96,03
54174,DA,D1,7F,C8,80,64,82,03
54184,21,D2,7F,C8,80,64,74,03
54206,F2,D4,7F,C8,80,64,6C,03
54223,C4,D6,7F,C8,80,64,66,03
54234,F5,D7,7F,C8,80,64,60,03
54245,90,D8,7F,C8,80,64,5C,03
54254,C6,D9,7F,C8,80,64,5A,03
54264,AE,DA,7F,C8,80,64,6E,03
54274,9B,DB,7F,C8,80,64,B8,03
54284,3C,DC,7F,C8,80,64,F4,03
54294,F9,DD,7F,C8,80,64,02,04
54304,7E,DE,7F,C8,80,64,54,04
54314,B6,DF,7F,C8,80,64,68,04
54324,ED,D0,7F,C8,80,64,98,04
54334,5E,D1,7F,C8,80,64,DC,04
54344,68,D2,7F,C8,80,64,2C,05
54354,DE,D3,7F,C8,80,64,70,05
54374,B5,D5,7F,C8,80,64,3C,06
54384,A8,D6,7F,C8,80,64,AC,06
54394,15,D7,7F,C8,80,64,B0,06
54404,2B,D8,7F,C8,80,64,B2,06
54414,F3,D9,7F,C8,80,64,CC,06
54424,A3,DA,7F,C8,80,64,FC,06
54434,35,DB,7F,C8,80,64,44,07
54445,38,DC,7F,C8,80,64,76,07
54454,50,DD,7F,C8,80,64,8A,07
54464,61,DE,7F,C8,80,64,A0,07
54474,D4,DF,7F,C8,80,64,C6,07
54484,B3,D0,7F,C8,80,64,F6,07
54494,53,D1,7F,C8,80,64,44,08
54504,9F,D2,7F,C8,80,64,86,08
54514,11,D3,7F,C8,80,64,DE,08
54524,F7,D4,7F,C8,80,64,36,09
54546,82,D6,7F,C8,80,64,C4,09
54566,67,D8,7F,C8,80,64,B0,0A
54584,ED,DA,7F,C8,80,64,1A,0B
54594,E6,DB,7F,C8,80,64,6E,0B
54604,6C,DC,7F,C8,80,64,B2,0B
54614,FE,DD,7F,C8,80,64,FA,0B
54624,4F,DE,7F,C8,80,64,4A,0C
54634,A7,DF,7F,C8,80,64,B4,0C
54644,2F,D0,7F,C8,80,64,22,0D
54655,9C,D1,5F,C8,80,64,8A,0D
54676,82,D3,5F,88,88,64,68,0E
54696,B0,D5,3F,88,88,64,40,0F
54714,C5,D7,1F,88,88,64,3E,10
54724,A0,D8,FF,47,88,64,BE,10
54734,DD,D9,FF,47,88,64,08,11
54757,95,DB,1F,88,88,64,C2,11
54774,7C,DD,5F,48,88,64,78,12
54784,A7,DE,7F,48,85,64,D2,12
54794,3D,DF,9F,88,85,64,26,13
54804,1E,D0,BF,88,84,64,7C,13
54814,7E,D1,BF,88,84,64,D8,13
54825,1B,D2,DF,48,83,64,32,14
54834,9E,D3,FF,48,83,64,72,14
54845,97,D4,1F,89,80,64,C0,14
54855,5C,D5,1F,C9,7D,64,FE,14
54864,76,D6,3F,C9,7D,64,30,15
54874,F5,D7,5F,49,7D,64,58,15
54884,BE,D8,DF,49,7D,64,66,15
54895,92,D9,1F,0A,7E,64,6C,15
54904,E3,DA,5F,0A,7E,64,58,15
54914,85,DB,7F,8A,7E,64,36,15
54936,5E,DD,5F,4A,7F,64,1A,15
54956,5F,DF,1F,0A,80,64,E2,14
54974,71,D1,FF,C9,80,64,D6,14
54984,6F,D2,DF,49,80,64,E4,14
54994,8E,D3,BF,49,80,64,FE,14
55004,D5,D4,BF,89,7F,64,1A,15
55014,3D,D5,DF,09,7E,64,3E,15
55024,D3,D6,FF,09,7E,64,60,15
55034,E3,D7,1F,4A,7D,64,7A,15
55044,BF,D8,5F,4A,7D,64,84,15
55055,EC,D9,9F,CA,7D,64,8C,15
55064,9C,DA,BF,CA,7D,64,92,15
55074,C5,DB,DF,4A,7D,64,98,15
55084,8A,DC,DF,0A,7E,64,86,15
55094,AA,DD,DF,0A,7E,64,76,15
55114,2D,DF,BF,CA,7E,64,4E,15
55124,54,D0,BF,4A,7F,64,3A,15
55135,D9,D1,9F,4A,7F,64,30,15
55145,6F,D2,7F,CA,7F,64,28,15
