time,b0,b1,b2,b3,b4,b5,b6,b7
38230,7D,EA,DF,BF,FF,0,0,0
38240,B0,EB,DF,BF,FF,0,0,0
38251,AE,EC,DF,BF,FF,0,0,0
38260,BD,ED,DF,BF,FF,0,0,0
38270,0F,EE,DF,BF,FF,0,0,0
38280,80,EF,DF,BF,FF,0,0,0
38290,E8,E0,DF,BF,FF,0,0,0
38300,92,E1,DF,BF,FF,0,0,0
38310,7E,E2,DF,BF,FF,0,0,0
38320,91,E3,DF,BF,FF,0,0,0
38330,3D,E4,DF,BF,FF,0,0,0
38341,57,E5,DF,BF,FF,0,0,0
38350,67,E6,DF,BF,FF,0,0,0
38360,72,E7,DF,BF,FF,0,0,0
38370,50,E8,DF,BF,FF,0,0,0
38371,50,E8,DF,BF,FF,0,0,0
38381,22,E9,DF,BF,FF,0,0,0
38390,7D,EA,DF,BF,FF,0,0,0
38400,B0,EB,DF,BF,FF,0,0,0
38411,AE,EC,DF,BF,FF,0,0,0
38420,BD,ED,DF,BF,FF,0,0,0
38430,0F,EE,DF,BF,FF,0,0,0
38440,80,EF,DF,BF,FF,0,0,0
38450,E8,E0,DF,BF,FF,0,0,0
38460,92,E1,DF,BF,FF,0,0,0
38470,7E,E2,DF,BF,FF,0,0,0
38480,91,E3,DF,BF,FF,0,0,0
38490,3D,E4,DF,BF,FF,0,0,0
38500,57,E5,DF,BF,FF,0,0,0
38510,67,E6,DF,BF,FF,0,0,0
38531,72,E7,DF,BF,FF,0,0,0
38540,22,E9,DF,BF,FF,0,0,0
38550,7D,EA,DF,BF,FF,0,0,0
38560,B0,EB,DF,BF,FF,0,0,0
38570,AE,EC,DF,BF,FF,0,0,0
38581,BD,ED,DF,BF,FF,0,0,0
38590,0F,EE,DF,BF,FF,0,0,0
38600,80,EF,DF,BF,FF,0,0,0
38611,E8,E0,DF,BF,FF,0,0,0
38620,92,E1,DF,BF,FF,0,0,0
38630,7E,E2,DF,BF,FF,0,0,0
38640,91,E3,DF,BF,FF,0,0,0
38650,3D,E4,DF,BF,FF,0,0,0
38660,57,E5,DF,BF,FF,0,0,0
38670,67,E6,DF,BF,FF,0,0,0
38680,72,E7,DF,BF,FF,0,0,0
38690,50,E8,DF,BF,FF,0,0,0
38701,22,E9,DF,BF,FF,0,0,0
38710,7D,EA,DF,BF,FF,0,0,0
38720,B0,EB,DF,BF,FF,0,0,0
38730,AE,EC,DF,BF,FF,0,0,0
38740,BD,ED,DF,BF,FF,0,0,0
38750,0F,EE,DF,BF,FF,0,0,0
38760,80,EF,DF,BF,FF,0,0,0
38770,E8,E0,DF,BF,FF,0,0,0
38780,92,E1,DF,BF,FF,0,0,0
38790,7E,E2,DF,BF,FF,0,0,0
38800,91,E3,DF,BF,FF,0,0,0
38811,3D,E4,DF,BF,FF,0,0,0
38820,57,E5,DF,BF,FF,0,0,0
38830,67,E6,DF,BF,FF,0,0,0
38840,72,E7,DF,BF,FF,0,0,0
38850,50,E8,DF,BF,FF,0,0,0
38860,22,E9,DF,BF,FF,0,0,0
38870,7D,EA,DF,BF,FF,0,0,0
38880,B0,EB,DF,BF,FF,0,0,0
38890,AE,EC,DF,BF,FF,0,0,0
38900,BD,ED,DF,BF,FF,0,0,0
38922,0F,EE,DF,BF,FF,0,0,0
38930,E8,E0,DF,BF,FF,0,0,0
38941,92,E1,DF,BF,FF,0,0,0
38950,7E,E2,DF,BF,FF,0,0,0
38960,91,E3,DF,BF,FF,0,0,0
38971,3D,E4,DF,BF,FF,0,0,0
38980,57,E5,DF,BF,FF,0,0,0
38990,67,E6,DF,BF,FF,0,0,0
39000,72,E7,DF,BF,FF,0,0,0
39011,50,E8,DF,BF,FF,0,0,0
39020,22,E9,DF,BF,FF,0,0,0
39030,7D,EA,DF,BF,FF,0,0,0
39040,B0,EB,DF,BF,FF,0,0,0
39050,AE,EC,DF,BF,FF,0,0,0
39060,BD,ED,DF,BF,FF,0,0,0
39070,0F,EE,DF,BF,FF,0,0,0
39080,80,EF,DF,BF,FF,0,0,0
39090,E8,E0,DF,BF,FF,0,0,0
39100,92,E1,DF,BF,FF,0,0,0
39110,7E,E2,DF,BF,FF,0,0,0
39120,91,E3,DF,BF,FF,0,0,0
39130,3D,E4,DF,BF,FF,0,0,0
39140,57,E5,DF,BF,FF,0,0,0
39150,67,E6,DF,BF,FF,0,0,0
39160,72,E7,DF,BF,FF,0,0,0
39170,50,E8,DF,BF,FF,0,0,0
39181,22,E9,DF,BF,FF,0,0,0
39190,7D,EA,DF,BF,FF,0,0,0
39200,B0,EB,DF,BF,FF,0,0,0
47824,92,E1,DF,BF,FF,0,0,0
47834,7E,E2,DF,BF,FF,0,0,0
47844,91,E3,DF,BF,FF,0,0,0
47854,3D,E4,DF,BF,FF,0,0,0
47864,57,E5,DF,BF,FF,0,0,0
47874,67,E6,DF,BF,FF,0,0,0
47884,72,E7,DF,BF,FF,0,0,0
47894,50,E8,DF,BF,FF,0,0,0
47904,22,E9,DF,BF,FF,0,0,0
47914,7D,EA,DF,BF,FF,0,0,0
47924,B0,EB,DF,BF,FF,0,0,0
47934,AE,EC,DF,BF,FF,0,0,0
47944,BD,ED,DF,BF,FF,0,0,0
47954,0F,EE,DF,BF,FF,0,0,0
47964,80,EF,DF,BF,FF,0,0,0
47974,E8,E0,DF,BF,FF,0,0,0
47984,92,E1,DF,BF,FF,0,0,0
47994,7E,E2,DF,BF,FF,0,0,0
48004,91,E3,DF,BF,FF,0,0,0
48014,3D,E4,DF,BF,FF,0,0,0
48024,57,E5,DF,BF,FF,0,0,0
48034,67,E6,DF,BF,FF,0,0,0
48044,72,E7,DF,BF,FF,0,0,0
48054,50,E8,DF,BF,FF,0,0,0
48064,22,E9,DF,BF,FF,0,0,0
48074,7D,EA,DF,BF,FF,0,0,0
48083,B0,EB,DF,BF,FF,0,0,0
48094,AE,EC,DF,BF,FF,0,0,0
48104,BD,ED,DF,BF,FF,0,0,0
48113,0F,EE,DF,BF,FF,0,0,0
48124,80,EF,DF,BF,FF,0,0,0
48134,E8,E0,DF,BF,FF,0,0,0
48144,92,E1,DF,BF,FF,0,0,0
48154,7E,E2,DF,BF,FF,0,0,0
48164,91,E3,DF,BF,FF,0,0,0
48186,FF,D5,1F,40,7F,0,0,0
48195,51,D6,1F,0,78,64,0,0
48205,E6,D7,1F,40,7E,64,0,0
48215,50,D8,DF,87,7A,0,0,0
48225,39,D9,1F,CA,79,0,0,0
48235,5B,DA,1F,8A,79,0,0,0
