b6,7,9,13,18,20,23,25,26,28,29,30,37,40,54,56,57,67,77,86,88,90,93,94,95,98,114,115,116,124,131,132,140,141,148,154,167,168,175,180,188,189,192,198,199,201,208,222,234,237,246
0,0,0,4708,0,0,0,1,0,0,0,13,2637,0,0,1,0,2,0,0,0,0,2,2484,0,0,2,3,0,0,2,0,0,103,0,0,0,0,0,18,108,0,0,3,549,0,0,0,0,0,55
2,2,0,1,0,0,0,1,0,0,0,17,49,0,0,6,0,1,1,1,0,0,0,77,0,1,0,3,0,0,0,2,0,102,0,0,0,0,0,0,115,0,3,2,511,0,0,0,0,0,51
4,0,0,0,0,2,0,0,0,1,0,16,32,0,0,2,0,3,0,2,0,1,2,88,0,2,1,1,0,0,0,1,0,113,0,0,0,0,0,0,95,0,5,2,538,0,0,0,0,0,50
6,0,1,1,0,0,2,0,0,3,0,18,46,0,1,0,0,3,0,3,0,0,0,84,1,0,3,0,0,0,1,3,0,103,0,0,0,1,0,0,114,0,5,2,491,0,0,2,0,0,50
8,5,0,0,0,1,0,2,0,2,0,7,52,0,0,6,0,1,0,3,0,0,3,95,0,1,2,1,0,0,0,2,1,126,0,0,0,0,0,0,129,0,2,2,499,0,0,0,1,0,57
10,2,0,0,0,0,0,3,0,2,0,24,50,0,0,3,0,0,2,1,0,0,0,84,0,2,0,1,0,0,0,1,0,95,0,0,0,0,0,0,127,0,7,3,477,0,0,0,0,0,49
12,2,0,0,0,1,0,0,0,2,0,17,59,1,0,2,0,1,0,3,0,0,3,99,0,3,0,3,0,0,1,1,0,108,0,0,0,0,0,0,94,0,3,4,436,0,0,0,0,0,45
14,1,0,0,0,0,0,1,0,1,0,17,55,0,1,0,0,2,2,1,0,0,1,97,0,1,1,0,0,0,1,3,0,103,0,0,0,0,0,0,113,0,2,5,504,0,0,0,0,0,68
16,1,0,1,0,0,0,1,1,0,0,17,60,0,1,4,0,1,0,1,0,1,3,106,0,3,0,1,0,0,0,2,0,147,0,2,0,0,0,0,96,0,4,4,559,0,0,0,0,0,60
18,0,0,0,0,0,1,1,0,0,0,23,51,0,1,5,0,1,1,0,0,0,0,93,1,2,1,1,0,0,0,2,0,107,0,0,0,0,0,0,120,1,5,2,480,0,0,0,0,1,34
20,1,0,1,0,0,1,0,0,3,0,19,49,0,0,6,0,1,2,1,0,0,1,87,0,1,3,1,0,0,0,1,0,107,0,0,0,1,0,0,109,0,3,3,434,0,0,0,0,0,54
22,0,0,1,0,1,0,1,0,1,0,12,59,0,0,2,0,1,2,2,0,1,1,104,0,3,1,1,0,0,2,3,0,109,0,2,0,1,0,0,137,0,5,6,488,0,0,0,0,0,45
24,2,0,3,0,1,0,3,0,0,0,7,46,0,0,6,0,2,0,2,0,0,1,94,0,0,0,0,0,0,1,2,0,133,0,1,0,0,0,0,124,0,5,5,565,0,0,1,0,0,55
26,1,0,1,0,0,0,1,0,1,0,9,58,0,1,2,0,1,0,1,0,1,3,98,0,2,2,0,0,0,0,3,0,140,0,0,0,0,0,0,124,1,3,4,479,0,0,0,0,0,44
28,2,1,2,0,1,0,0,0,3,0,19,41,0,0,2,0,2,2,1,1,0,2,90,0,0,2,0,0,0,1,1,0,103,0,0,0,0,0,0,100,0,3,4,464,0,0,0,0,1,45
30,2,0,0,0,0,0,5,0,3,0,8,40,0,0,5,0,2,0,2,1,0,5,97,1,0,1,1,0,0,0,6,0,115,0,1,0,1,0,0,133,0,1,7,536,0,0,0,0,1,62
32,0,0,4,0,1,0,5,0,1,0,14,41,0,1,0,0,0,0,0,0,0,0,112,0,4,0,2,0,0,3,1,0,152,0,1,0,0,0,0,117,1,4,5,465,0,0,0,0,0,66
34,2,0,1,0,1,0,0,0,0,0,19,41,0,0,4,0,3,1,4,0,0,0,109,1,0,2,3,0,0,0,3,2,119,0,0,0,1,1,0,109,0,0,6,504,0,0,0,0,1,53
36,1,0,1,0,1,0,1,0,3,0,23,51,0,1,3,0,1,0,1,1,1,0,88,0,0,0,1,0,0,1,1,1,130,0,1,0,0,0,0,102,1,4,6,534,0,0,1,0,0,47
38,0,0,0,0,0,1,4,0,0,0,12,48,0,2,3,0,0,1,1,0,0,3,101,0,1,1,2,0,0,3,2,1,164,0,1,0,0,0,0,101,1,2,6,468,0,0,0,0,0,62
40,5,0,2,0,0,0,3,0,4,0,15,55,0,1,6,0,1,0,2,0,0,0,97,0,2,1,0,0,0,1,2,0,132,0,0,0,0,0,0,96,0,2,6,530,0,0,0,0,0,46
42,0,0,3,0,0,0,1,0,1,0,24,48,0,0,2,0,5,1,1,0,0,2,110,0,1,1,1,0,0,0,3,0,153,0,0,0,0,0,0,111,0,4,4,455,0,0,0,0,0,62
44,0,0,2,0,0,0,5,0,2,0,21,55,0,1,6,0,1,0,1,0,0,1,116,0,0,3,3,0,0,1,2,0,132,0,1,0,0,0,0,114,1,3,7,504,0,0,0,0,1,59
46,0,0,0,0,0,0,2,0,0,0,15,54,0,0,0,0,2,3,1,0,0,3,88,0,0,0,0,0,0,3,1,0,127,0,0,0,0,0,0,105,1,3,2,542,0,0,1,0,0,44
48,1,0,0,0,0,0,0,0,0,0,15,44,0,0,6,0,1,0,3,0,0,4,86,0,0,0,2,0,0,0,3,0,138,0,0,0,0,0,0,109,0,4,3,510,0,0,0,0,0,42
50,0,0,1,0,0,0,2,0,1,0,18,60,0,0,3,0,1,2,0,1,0,1,97,0,0,1,4,0,0,0,2,0,163,0,0,0,0,0,0,102,0,8,5,532,0,0,0,1,0,58
52,1,0,0,0,0,0,1,0,0,2,27,44,0,0,2,0,3,0,1,0,0,5,109,0,0,0,2,0,0,1,1,1,170,0,0,0,0,0,0,97,0,4,4,447,0,0,0,0,0,72
54,3,0,3,0,1,0,2,0,2,0,18,48,0,0,2,0,2,0,1,0,0,0,115,0,2,0,0,0,0,2,1,0,168,0,0,0,0,0,0,93,1,3,7,457,0,0,0,0,0,51
56,5,0,1,0,1,0,0,0,1,0,12,49,0,0,1,0,2,1,1,0,0,2,95,0,0,1,2,0,0,1,1,1,157,0,2,0,2,0,0,110,0,1,6,526,0,0,0,0,0,60
58,0,0,2,0,1,0,2,0,2,0,18,45,0,0,4,0,1,2,1,0,0,4,134,0,0,1,4,0,0,1,3,0,154,0,0,0,0,0,0,105,0,4,3,486,0,0,1,0,1,61
60,0,0,0,0,1,0,3,0,2,0,14,57,0,1,7,0,2,1,1,0,0,0,125,1,1,3,0,0,0,0,0,0,191,0,1,0,1,0,0,89,0,4,5,528,0,0,0,1,0,43
62,0,0,0,0,1,0,1,0,2,0,26,45,0,0,6,0,3,1,0,0,1,2,118,0,2,0,1,0,0,0,2,0,153,0,1,0,0,0,0,122,0,3,2,507,0,0,0,1,0,78
64,3,0,1,0,0,0,1,0,1,0,15,41,0,0,1,0,2,0,1,0,0,3,110,0,0,2,3,0,0,0,1,0,152,0,0,0,0,0,0,98,1,3,6,454,0,1,0,0,0,63
66,0,0,2,0,1,0,2,0,2,0,17,44,0,0,2,0,0,1,0,1,0,2,96,0,2,1,5,0,0,2,3,0,206,0,0,0,0,0,0,104,0,6,2,482,0,0,1,0,0,53
68,0,0,0,0,2,0,2,0,2,0,10,50,0,1,2,0,4,1,4,0,0,0,100,0,2,1,1,0,0,2,2,0,143,0,0,0,2,0,0,103,0,2,4,494,0,0,1,1,0,55
70,2,0,0,0,0,0,0,1,0,0,14,50,0,1,3,0,3,0,0,1,0,3,113,0,0,1,0,0,0,1,2,0,213,0,0,0,1,0,0,105,0,1,7,422,1,0,1,0,0,71
72,1,1,2,0,0,0,2,0,3,0,7,55,0,1,3,0,2,0,0,0,0,1,103,0,4,3,3,1,0,1,3,0,144,0,0,0,0,0,0,112,0,6,5,476,0,0,1,0,0,65
74,2,0,1,0,0,0,3,0,2,0,17,53,0,0,1,0,4,2,2,0,0,0,112,0,0,1,2,0,0,0,2,0,179,0,1,0,0,0,0,126,0,6,4,479,0,0,0,0,2,60
76,1,0,3,0,0,0,0,0,0,0,13,48,0,0,5,0,2,0,3,0,0,1,106,1,0,1,3,0,0,2,2,0,165,0,0,0,0,0,0,100,0,2,2,342,0,0,0,1,0,71
78,0,0,1,0,1,0,4,0,0,0,23,55,0,4,4,0,2,1,1,0,0,0,119,0,3,3,1,0,0,2,4,0,151,0,0,0,0,0,0,107,1,1,4,492,0,0,0,0,0,48
80,1,0,1,0,0,0,1,0,0,0,13,46,0,2,2,0,2,1,2,1,0,0,104,0,1,2,2,0,0,0,0,0,173,0,0,0,1,0,0,93,0,1,5,418,0,0,0,0,0,79
82,0,0,1,0,1,0,0,0,0,0,20,61,0,1,2,0,4,0,1,0,0,1,107,0,0,0,5,0,0,2,3,1,160,0,1,0,0,0,0,119,0,2,1,450,0,0,1,0,0,52
84,0,1,1,0,0,0,4,0,2,0,17,57,0,1,0,1,0,3,0,0,0,0,89,0,0,2,1,0,0,1,2,1,124,0,0,0,0,0,0,85,0,6,2,467,0,0,0,0,0,54
86,1,0,1,0,0,0,2,0,0,0,11,48,0,0,3,0,0,0,1,0,0,3,116,0,3,1,2,0,0,2,3,0,131,0,0,0,0,0,0,129,1,6,0,425,0,0,0,0,1,68
